player,player_id,position,team_name,player_game_count,assists,forced_fumbles,franchise_id,hits,interceptions,pass_break_ups,sacks,tackles
Calais Campbell,4364,ED,ATL,17,11,1,2,10,0,0,7,36
Matthew Slater,4467,WR,NE,2,0,0,19,0,0,0,0,0
Tyson Alualu,5535,DI,DET,2,0,0,11,0,0,0,0,3
Brandon Graham,5538,ED,PHI,17,0,0,24,2,0,0,4,11
Jason Pierre-Paul,5540,ED,MIA,3,1,0,17,0,0,0,0,1
Kareem Jackson,5545,S,HST,10,8,0,13,0,2,2,0,44
Jerry Hughes,5556,ED,HST,17,3,1,13,1,0,0,3,23
Linval Joseph,5571,DI,BUF,7,1,0,4,1,0,0,1,7
Al Woods,5646,DI,NYJ,6,2,0,22,1,0,0,1,3
Von Miller,6154,ED,BUF,12,0,0,4,3,0,0,0,3
Patrick Peterson,6157,CB,PIT,17,8,0,25,0,2,6,0,37
Cameron Jordan,6176,ED,NO,17,15,0,20,3,0,0,3,30
Cameron Heyward,6183,DI,PIT,11,5,0,25,1,0,0,2,27
Justin Houston,6222,ED,CAR,7,3,0,5,2,0,0,1,6
Lawrence Guy Sr.,6385,DI,NE,17,19,0,19,0,0,0,0,22
Nick Bellore,6515,LB,SEA,7,0,0,29,0,0,0,0,1
Stephon Gilmore,7016,CB,DAL,17,7,1,9,0,2,9,0,62
Fletcher Cox,7018,DI,PHI,15,5,2,24,13,0,0,7,22
Bruce Irvin,7021,ED,DET,3,0,0,11,2,0,0,1,0
Melvin Ingram III,7024,ED,MIA,3,0,0,17,0,0,0,1,6
Bobby Wagner,7050,LB,SEA,17,50,0,29,2,0,3,4,130
Lavonte David,7060,LB,TB,15,26,1,30,0,0,4,5,99
Demario Davis,7079,LB,NO,17,36,1,20,3,0,2,7,75
Rodney McLeod,7271,S,CLV,10,6,0,8,0,0,1,0,18
Tashaun Gipson Sr.,7288,S,SF,16,16,0,28,0,1,2,1,43
Brandon Bolden,7469,HB,LV,1,0,0,23,0,0,0,0,0
Harrison Smith,7641,S,MIN,17,21,3,18,3,0,1,3,64
Josh Norman,7649,CB,BUF,1,0,0,4,0,0,0,0,1
Justin Bethel,7654,CB,MIA,10,3,0,17,0,0,0,1,9
Darius Slay,7817,CB,PHI,12,4,0,24,0,2,7,0,52
Johnathan Hankins,7830,DI,DAL,14,10,0,9,0,0,0,3,17
Travis Kelce,7844,TE,KC,2,0,0,16,0,0,0,0,0
Tyrann Mathieu,7850,S,NO,17,16,0,20,1,4,3,0,54
John Jenkins,7863,DI,LV,17,18,0,23,1,0,0,1,40
Logan Ryan,7864,S,SF,3,6,0,28,0,0,0,0,7
Duron Harmon,7872,S,CLV,6,3,0,8,0,1,0,1,16
William Gholston,7908,DI,TB,15,3,0,30,1,1,0,0,14
Micah Hyde,7941,S,BUF,14,9,0,4,1,2,2,0,41
Jordan Poyer,8000,S,BUF,16,30,1,4,1,0,5,1,70
Nick Williams,8006,DI,LAC,14,9,0,27,0,0,0,1,18
Mike Purcell,8530,DI,DEN,16,11,0,10,5,0,0,0,16
Jadeveon Clowney,8636,ED,BLT,17,11,2,3,10,0,0,10,22
Khalil Mack,8640,ED,LAC,17,14,6,27,11,0,0,18,41
Anthony Barr,8644,LB,MIN,4,0,0,18,0,0,0,0,1
