player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Jonathan Taylor,57488,HB,IND,17,332,106,14,4,83,360,40,48,372,18,1811,5.5
Najee Harris,57121,HB,PIT,17,307,62,25,0,37,467,74,94,381,7,1200,3.9
Joe Mixon,11803,HB,CIN,16,292,60,7,2,32,314,42,47,334,13,1205,4.1
Antonio Gibson,78050,HB,WAS,16,258,65,32,6,27,294,42,53,300,7,1035,4.0
Dalvin Cook,11796,HB,MIN,13,249,56,18,3,66,224,34,43,283,6,1159,4.7
Alvin Kamara,11822,HB,NO,13,240,42,20,0,30,439,47,65,287,4,898,3.7
Ezekiel Elliott,10638,HB,DAL,17,237,55,9,1,47,287,47,63,284,10,1002,4.2
Nick Chubb,45783,HB,CLV,14,228,62,8,2,70,174,20,25,248,8,1258,5.5
David Montgomery,45719,HB,CHI,13,225,55,6,1,41,301,42,49,267,7,849,3.8
Derrick Henry,10679,HB,TEN,8,219,49,31,1,76,154,18,20,237,10,937,4.3
Josh Jacobs,45953,HB,LV,15,217,45,23,2,28,348,54,64,271,9,872,4.0
Sony Michel,27589,HB,LA,17,208,49,26,1,39,128,21,31,229,4,845,4.1
Elijah Mitchell,57272,HB,SF,11,207,48,28,0,39,137,19,20,226,5,963,4.7
Austin Ekeler,12164,HB,LAC,16,206,53,27,4,28,647,70,88,276,12,911,4.4
Melvin Gordon III,9448,HB,DEN,16,203,49,10,3,70,213,28,34,231,8,918,4.5
Javonte Williams,77803,HB,DEN,17,203,53,10,2,49,316,43,51,246,4,903,4.4
James Conner,11860,HB,ARZ,15,202,53,1,2,35,375,37,39,239,15,752,3.7
Damien Harris,35134,HB,NE,15,202,55,19,2,64,132,18,20,220,15,929,4.6
Devin Singletary,40485,HB,BUF,17,188,44,4,5,46,228,40,49,228,7,870,4.6
AJ Dillon,57165,HB,GB,17,187,50,12,2,36,313,34,37,221,5,803,4.3
Leonard Fournette,11759,HB,TB,14,180,45,30,1,47,454,69,83,249,8,812,4.5
Myles Gaskin,45914,HB,MIA,17,173,25,17,2,30,234,49,62,222,3,612,3.5
Chuba Hubbard,57373,HB,CAR,17,172,36,5,1,26,174,25,34,197,5,612,3.6
Aaron Jones,11937,HB,GB,15,171,37,12,2,57,391,52,64,223,4,799,4.7
James Robinson,22425,HB,JAX,14,164,41,15,4,58,222,31,44,195,8,767,4.7
Saquon Barkley,45791,HB,NYG,13,162,27,21,2,41,263,41,57,203,2,593,3.7
Mark Ingram II,6180,HB,NO,14,160,23,20,1,28,162,27,31,187,2,554,3.5
Cordarrelle Patterson,7810,HB,ATL,16,153,29,2,1,39,548,52,63,205,6,618,4.0
Jamaal Williams,11889,HB,DET,13,153,42,11,1,20,157,26,28,179,3,601,3.9
D'Andre Swift,57212,HB,DET,13,151,28,11,2,57,452,62,76,213,5,617,4.1
Darrell Henderson Jr.,41193,HB,LA,12,149,39,26,0,29,176,29,41,178,5,688,4.6
Michael Carter,57337,HB,NYJ,14,147,29,22,1,55,325,36,50,183,4,639,4.3
Devontae Booker,10770,HB,NYG,16,145,31,21,0,31,268,40,45,185,2,593,4.1
Darrel Williams,13014,HB,KC,17,144,41,16,0,21,452,47,55,191,6,558,3.9
Jalen Hurts,40291,QB,PHI,15,140,56,24,9,31,0,0,1,90,10,784,5.6
Mike Davis,9559,HB,ATL,17,138,21,2,4,18,259,44,55,182,3,503,3.6
Miles Sanders,40555,HB,PHI,12,137,33,24,1,38,158,26,32,163,0,754,5.5
Alexander Mattison,45817,HB,MIN,16,134,28,18,1,48,228,32,38,166,3,491,3.7
Rhamondre Stevenson,98689,HB,NE,12,133,33,19,2,21,123,14,17,147,5,606,4.6
Devonta Freeman,8738,HB,BLT,16,133,31,3,0,32,190,34,38,167,5,576,4.3
Lamar Jackson,46416,QB,BLT,12,133,48,3,6,31,0,0,0,83,2,767,5.8
D'Onta Foreman,11844,HB,TEN,9,133,22,31,2,35,123,9,10,142,3,566,4.3
Tony Pollard,27126,HB,DAL,15,130,35,9,2,58,337,39,44,169,2,719,5.5
Josh Allen,46601,QB,BUF,17,122,52,4,8,34,0,0,0,71,6,763,6.3
Rex Burkhead,7971,HB,HST,16,122,30,13,1,36,186,25,31,147,3,427,3.5
Rashaad Penny,27414,HB,SEA,10,119,28,29,0,62,48,6,7,125,6,749,6.3
Latavius Murray,7962,HB,BLT,14,119,36,3,0,46,75,10,13,129,6,501,4.2
Clyde Edwards-Helaire,57279,HB,KC,10,119,21,16,2,17,129,19,22,138,4,517,4.3
Chase Edmonds,45851,HB,ARZ,12,116,32,1,1,54,311,43,51,159,2,592,5.1
Alex Collins,10805,HB,SEA,11,108,22,29,1,25,87,9,9,117,2,411,3.8
Khalil Herbert,41668,HB,CHI,16,103,24,6,0,29,96,14,16,117,2,433,4.2
Ronald Jones,34001,HB,TB,16,101,25,30,2,30,64,10,12,111,4,428,4.2
D'Ernest Johnson,45734,HB,CLV,15,100,24,8,1,30,137,19,24,119,3,534,5.3
Christian McCaffrey,11763,HB,CAR,7,99,19,5,1,18,343,37,40,136,1,442,4.5
Zack Moss,40341,HB,BUF,13,96,22,4,2,17,197,23,31,119,4,345,3.6
Phillip Lindsay,12660,HB,MIA,14,88,12,17,0,35,45,4,5,92,1,249,2.8
Kyler Murray,38334,QB,ARZ,14,88,25,1,13,57,7,0,0,58,5,423,4.8
Boston Scott,39462,HB,PHI,10,87,24,24,1,23,83,13,15,100,7,373,4.3
Jordan Howard,10784,HB,PHI,7,86,25,24,0,25,19,2,3,88,3,406,4.7
Tevin Coleman,9506,HB,NYJ,11,84,20,22,0,20,49,11,14,95,0,356,4.2
Jeff Wilson Jr.,29413,HB,SF,9,79,19,28,1,17,31,7,8,86,2,294,3.7
Kareem Hunt,11841,HB,CLV,8,78,22,8,0,33,174,22,25,100,5,386,4.9
Trevor Lawrence,77632,QB,JAX,17,73,21,15,9,26,0,0,0,40,2,334,4.6
Justin Fields,82118,QB,CHI,12,72,22,6,12,23,0,0,0,27,2,420,5.8
Carlos Hyde,8692,HB,JAX,12,72,14,15,2,18,65,12,17,84,1,253,3.5
Duke Johnson Jr.,9510,HB,MIA,5,71,18,17,0,27,41,4,5,75,3,330,4.6
Taysom Hill,12112,QB,NO,12,70,26,20,2,44,52,4,6,58,5,374,5.3
Kenneth Gainwell,77737,HB,PHI,16,68,19,24,1,18,253,33,45,101,5,291,4.3
Justin Jackson,29539,HB,LAC,13,68,18,27,1,75,178,22,24,90,2,364,5.4
Jaret Patterson,77745,HB,WAS,15,68,15,32,1,13,73,10,11,78,2,266,3.9
David Johnson,9519,HB,HST,13,67,7,13,1,15,225,32,39,99,0,228,3.4
Patrick Mahomes,11765,QB,KC,17,66,25,16,9,32,0,0,0,18,2,381,5.8
Justin Herbert,28237,QB,LAC,17,63,28,27,1,36,0,0,0,27,3,302,4.8
Kenyan Drake,10707,HB,LV,12,63,15,23,0,21,291,30,36,93,2,254,4.0
Daniel Jones,39395,QB,NYG,11,62,16,21,7,46,16,1,1,40,2,298,4.8
Ty Johnson,45769,HB,NYJ,16,61,13,22,1,24,372,34,53,95,2,238,3.9
Taylor Heinicke,9896,QB,WAS,16,60,20,32,7,38,-2,1,1,19,1,313,5.2
Deebo Samuel,48274,WR,SF,16,59,20,28,4,49,1405,77,114,136,8,365,6.2
Carson Wentz,10636,QB,IND,17,57,21,14,8,18,0,0,0,30,1,215,3.8
Dontrell Hilliard,45691,HB,TEN,7,56,15,31,2,68,87,19,25,75,2,350,6.3
Royce Freeman,45747,HB,HST,13,56,8,13,0,13,77,10,14,66,0,169,3.0
Nyheim Miller-Hines,48103,HB,IND,17,56,15,14,1,34,310,40,53,96,2,276,4.9
Samaje Perine,11869,HB,CIN,15,55,11,7,0,46,196,27,31,82,1,246,4.5
Craig Reynolds,94383,HB,DET,5,55,11,11,0,35,52,7,8,62,0,230,4.2
Ryan Tannehill,7014,QB,TEN,17,55,32,31,11,28,0,0,0,35,7,270,4.9
Peyton Barber,10927,HB,LV,9,55,12,23,2,27,67,10,13,65,2,212,3.9
Salvon Ahmed,57472,HB,MIA,12,54,8,17,0,16,117,12,18,66,0,149,2.8
Tony Jones Jr.,40498,HB,NO,10,54,7,20,0,11,29,5,7,59,0,142,2.6
Chris Carson,12004,HB,SEA,4,54,11,29,1,33,29,6,6,60,3,232,4.3
Ameer Abdullah,9487,HB,CAR,15,51,8,5,0,15,289,38,48,89,0,166,3.3
Derrick Gore,32342,HB,KC,9,51,12,16,0,51,105,8,9,59,2,256,5.0
Sam Darnold,29048,QB,CAR,12,49,21,5,9,30,0,0,0,26,5,215,4.4
Dak Prescott,10769,QB,DAL,16,48,7,9,14,21,0,0,0,27,1,146,3.0
J.D. McKissic,11047,HB,WAS,11,48,14,32,0,15,397,43,51,91,2,212,4.4
Cam Newton,6153,QB,CAR,8,47,19,5,4,33,0,0,0,42,5,230,4.9
Tyler Huntley,46448,QB,BLT,7,47,22,3,4,21,0,0,0,22,2,294,6.3
Brandon Bolden,7469,HB,NE,16,44,12,19,1,24,405,41,48,85,1,226,5.1
Mac Jones,60323,QB,NE,17,44,22,19,7,13,0,0,0,29,0,129,2.9
Dare Ogunbowale,12329,HB,JAX,12,43,5,15,0,12,114,13,19,56,1,137,3.2
Russell Wilson,7077,QB,SEA,14,42,17,29,6,17,0,0,0,18,2,186,4.4
Tua Tagovailoa,60326,QB,MIA,13,42,12,17,9,23,0,0,0,22,3,128,3.0
Jeremy McNichols,11917,HB,TEN,14,41,6,31,0,14,240,28,34,69,0,156,3.8
Trey Sermon,57372,HB,SF,5,41,9,28,0,16,26,3,4,44,1,167,4.1
Joe Burrow,28022,QB,CIN,16,40,14,7,5,12,0,0,0,19,2,118,3.0
Damien Williams,9205,HB,CHI,12,40,11,6,0,23,103,16,22,56,2,164,4.1
Matt Ryan,4317,QB,ATL,17,40,9,2,11,17,0,0,0,23,1,82,2.1
Derek Carr,8671,QB,LV,17,40,9,23,13,22,0,0,0,22,0,108,2.7
Trey Lance,91399,QB,SF,6,39,8,28,0,15,0,0,0,27,1,168,4.3
Le'Veon Bell,7829,HB,TB,8,39,9,30,0,12,30,5,7,44,2,101,2.6
Jimmy Garoppolo,8697,QB,SF,15,38,15,28,8,7,0,0,0,32,3,51,1.3
Adrian Peterson,3623,HB,SEA,4,38,6,29,1,16,8,4,4,42,2,98,2.6
Baker Mayfield,46518,QB,CLV,14,37,12,8,6,14,11,0,0,12,1,134,3.6
Ke'Shawn Vaughn,45866,HB,TB,6,36,9,30,0,55,26,4,7,40,2,180,5.0
Larry Rountree III,57308,HB,LAC,8,36,5,27,0,13,-1,1,2,37,1,87,2.4
Benny Snell Jr.,45954,HB,PIT,14,36,2,25,0,9,13,2,4,38,0,98,2.7
Ty'Son Williams,38287,HB,BLT,8,35,7,3,1,35,84,9,12,44,1,185,5.3
Eno Benjamin,57136,HB,ARZ,8,34,4,1,0,21,42,6,7,40,1,118,3.5
Aaron Rodgers,2241,QB,GB,16,33,10,12,3,18,-4,1,1,17,3,101,3.1
DeeJay Dallas,55632,HB,SEA,14,33,10,29,1,15,133,21,23,54,2,138,4.2
Joshua Kelley,13750,HB,LAC,10,33,5,27,1,14,38,5,6,38,0,102,3.1
Corey Clement,12253,HB,DAL,8,33,7,9,0,38,29,6,7,39,0,140,4.2
Malcolm Brown,9902,HB,MIA,7,33,6,17,0,24,10,3,4,36,1,125,3.8
Jameis Winston,9434,QB,NO,7,32,17,20,2,20,0,0,0,15,1,166,5.2
Matthew Stafford,4924,QB,LA,17,32,7,26,5,12,0,0,0,23,0,43,1.3
Teddy Bridgewater,8667,QB,DEN,14,30,16,10,1,13,0,0,0,15,2,106,3.5
Kirk Cousins,7102,QB,MIN,16,29,8,18,12,29,0,0,0,14,1,115,4.0
Tom Brady,698,QB,TB,17,28,14,30,4,13,0,0,0,18,2,81,2.9
Wayne Gallman,11895,HB,MIN,6,28,5,18,0,17,21,1,1,29,0,104,3.7
Zach Wilson,82096,QB,NYJ,13,28,10,22,5,52,0,0,1,12,4,188,6.7
Marlon Mack,11898,HB,IND,6,28,6,14,0,22,8,2,4,30,0,101,3.6
Matt Breida,12271,HB,BUF,9,26,5,4,1,28,72,7,7,33,1,125,4.8
Austin Walter,45038,HB,NYJ,4,26,5,22,0,14,9,2,3,28,1,101,3.9
Elijhaa Penny,11300,FB,NYG,17,24,9,21,0,12,30,9,11,33,1,99,4.1
Patrick Taylor,40448,HB,GB,5,23,5,12,0,12,3,2,2,25,1,89,3.9
Colt McCoy,5609,QB,ARZ,7,22,6,1,4,11,0,0,0,19,0,37,1.7
Qadree Ollison,45934,HB,ATL,7,21,7,2,1,19,12,4,5,25,1,105,5.0
Travis Homer,45859,HB,SEA,14,21,7,29,0,73,161,16,20,37,1,177,8.4
Ben Roethlisberger,1732,QB,PIT,16,20,3,25,11,8,0,0,0,17,1,5,0.3
Jacoby Brissett,10725,QB,MIA,11,19,9,17,6,19,0,0,0,6,1,70,3.7
Tyrod Taylor,6332,QB,HST,6,19,7,13,3,30,0,0,0,4,3,151,7.9
J.J. Taylor,25512,HB,NE,5,19,3,19,1,15,8,4,4,23,2,37,1.9
Godwin Igwebuike,49166,HB,DET,10,18,7,11,2,42,60,7,10,25,1,118,6.6
Davis Mills,52269,QB,HST,13,18,5,13,5,11,0,0,0,8,0,44,2.4
Rondale Moore,62890,WR,ARZ,14,18,2,1,1,26,435,54,64,72,0,76,4.2
Chris Evans,27303,HB,CIN,12,17,3,7,0,13,151,15,17,32,0,77,4.5
Jared Goff,10635,QB,DET,14,17,4,11,9,26,0,0,0,5,0,87,5.1
Jonathan Williams,10790,HB,WAS,5,17,7,32,0,23,28,4,5,21,1,79,4.6
JaMycal Hasty,25582,HB,SF,11,16,6,28,1,21,157,23,27,39,1,68,4.3
Andy Dalton,6187,QB,CHI,8,16,2,6,2,14,0,0,0,4,0,76,4.8
Ryquell Armstead,45810,HB,JAX,2,15,3,15,0,26,16,3,4,18,0,80,5.3
Jermar Jefferson,83740,HB,DET,6,15,4,11,0,28,23,4,5,19,2,74,4.9
Trayveon Williams,45775,HB,CIN,2,15,4,7,0,10,4,1,2,16,0,51,3.4
Ty Montgomery,9527,WR,NO,14,15,2,20,0,9,95,16,23,31,0,44,2.9
Chase Claypool,42312,WR,PIT,15,14,7,25,0,25,860,59,103,73,0,96,6.9
Deon Jackson,57189,HB,IND,3,13,2,14,0,10,0,0,0,13,1,31,2.4
Kene Nwangwu,40547,HB,MIN,6,13,3,18,0,19,9,4,5,17,0,61,4.7
