player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Bryce Young,123943,QB,ALABAMA,3,129,59.7,77,45,103,3,91.3,5,7,962,7.5
Bailey Zappe,60396,QB,W KENTUCKY,2,107,64.5,69,40,346,2,118.1,4,10,999,9.3
Stetson Bennett,60387,QB,GEORGIA,3,105,62.9,66,37,173,2,106.7,7,8,877,8.4
Spencer Sanders,77660,QB,OKLA STATE,2,98,66.3,65,43,262,4,80.7,2,4,628,6.4
Sam Hartman,77618,QB,WAKE,2,85,51.8,44,33,339,4,70.6,9,5,517,6.1
Jack Coan,60613,QB,NOTRE DAME,1,68,55.9,38,25,258,1,98.2,2,5,509,7.5
Clayton Tune,77652,QB,HOUSTON,2,66,65.2,43,30,182,2,97.3,9,4,528,8.0
Frank Harris,60586,QB,UTSA,2,65,64.6,42,23,331,1,101.3,2,4,487,7.5
Anthony Brown Jr.,40316,QB,OREGON,2,64,62.5,40,20,264,3,79.8,7,3,453,7.1
Levi Lewis,60428,QB,LA LAFAYET,2,61,55.7,34,22,207,0,92.2,6,2,480,7.9
Chase Brice,60363,QB,APP STATE,2,55,49.1,27,21,108,1,98.8,6,5,436,7.9
Logan Bonner,39990,QB,UTAH ST,2,53,66.0,35,19,329,2,96.9,2,4,386,7.3
Will Rogers,124184,QB,MISS STATE,1,52,59.6,31,17,227,1,73.0,4,1,285,5.5
Spencer Petras,82136,QB,IOWA,2,52,53.8,28,19,192,3,57.2,1,1,348,6.7
Payton Thorne,101629,QB,MICH STATE,1,50,58.0,29,19,223,1,91.6,4,3,354,7.1
Desmond Ridder,55086,QB,CINCINNATI,2,49,57.1,28,17,138,0,98.5,7,3,334,6.8
Rocky Lombardi,60452,QB,N ILLINOIS,2,48,56.3,27,18,254,1,78.7,0,2,283,5.9
Dustin Crum,60418,QB,KENT STATE,2,48,58.3,28,20,201,2,106.6,8,5,444,9.3
C.J. Stroud,129759,QB,OHIO STATE,1,47,78.7,37,22,260,1,147.2,0,6,562,12.0
Aidan O'Connell,60516,QB,PURDUE,1,46,56.5,26,16,273,3,106.6,2,5,534,11.6
Cameron Rising,77663,QB,UTAH,2,46,69.6,32,18,328,2,98.5,2,3,384,8.3
Drew Plitt,39879,QB,BALL ST,1,46,58.7,27,14,117,1,75.7,3,1,293,6.4
