player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
Ja'Marr Chase,84270,WR,CIN,16,68.7,73,7,1,64,125,182,8,1412,11.3
Trey McBride,75916,TE,ARZ,17,77.3,63,1,0,31,126,163,11,1239,9.8
Amon-Ra St. Brown,84470,WR,DET,17,72.2,71,11,1,52,117,162,11,1401,12.0
Puka Nacua,100632,WR,LA,16,80.6,80,26,1,58,129,160,10,1715,13.3
Jaxon Smith-Njigba,129758,WR,SEA,17,75.8,79,29,3,63,119,157,10,1793,15.1
Chris Olave,84355,WR,NO,16,66.2,53,20,0,62,100,151,9,1163,11.6
Justin Jefferson,61398,WR,MIN,17,60.0,47,18,0,50,84,140,2,1048,12.5
Wan'Dale Robinson,101735,WR,NYG,16,70.2,39,21,1,50,92,131,4,1014,11.0
George Pickens,99229,WR,DAL,17,71.0,73,9,4,45,93,131,9,1429,15.4
Emeka Egbuka,145055,WR,TB,17,50.0,34,30,0,77,63,126,6,938,14.9
Michael Wilson,84423,WR,ARZ,17,62.9,51,1,0,50,78,124,7,1006,12.9
Christian McCaffrey,11763,HB,SF,17,84.3,49,28,1,39,102,121,7,924,9.1
Courtland Sutton,48164,WR,DEN,17,61.7,52,10,0,52,74,120,7,1017,13.7
Tetairoa McMillan,158735,WR,CAR,17,58.3,55,5,1,43,70,120,7,1014,14.5
A.J. Brown,48327,WR,PHI,15,65.0,47,24,0,45,78,120,7,1003,12.9
Keenan Allen,7857,WR,LAC,17,68.6,49,27,2,31,81,118,4,777,9.6
Zay Flowers,97268,WR,BLT,17,73.5,48,3,3,64,86,117,5,1211,14.1
Nico Collins,61441,WR,HST,15,60.7,48,13,1,57,71,117,6,1117,15.7
CeeDee Lamb,61570,WR,DAL,14,65.8,43,9,0,74,75,114,3,1077,14.4
Kyle Pitts,83964,TE,ATL,17,77.2,51,2,0,36,88,114,5,928,10.5
DeVonta Smith,61100,WR,PHI,17,68.8,44,24,0,79,77,112,4,1008,13.1
Davante Adams,8688,WR,LA,14,54.1,51,26,0,44,60,111,14,789,13.2
Michael Pittman Jr.,29049,WR,IND,17,72.7,47,14,0,27,80,110,7,784,9.8
Jakobi Meyers,47468,WR,JAX,16,70.1,43,15,1,50,75,107,3,835,11.1
Tyler Warren,129798,TE,IND,17,71.7,42,14,0,41,76,106,4,817,10.8
Jerry Jeudy,61103,WR,CLV,17,47.6,31,8,1,60,50,105,2,602,12.0
Drake London,86519,WR,ATL,12,65.4,46,2,1,43,68,104,7,919,13.5
Travis Kelce,7844,TE,KC,17,73.8,46,16,1,44,76,103,5,851,11.2
Harold Fannin Jr.,163104,TE,CLV,16,69.9,32,8,0,35,72,103,6,731,10.2
Dalton Schultz,47304,TE,HST,17,80.4,39,13,1,47,82,102,3,777,9.5
Troy Franklin,146567,WR,DEN,17,63.7,32,10,1,48,65,102,6,709,10.9
Ladd McConkey,124030,WR,LAC,16,64.7,35,27,0,58,66,102,6,789,12.0
Juwan Johnson,28305,TE,NO,17,77.0,41,20,2,52,77,100,3,889,11.5
Jake Ferguson,61081,TE,DAL,17,82.0,30,9,3,26,82,100,8,600,7.3
Stefon Diggs,9579,WR,NE,17,85.0,51,19,0,34,85,100,4,1013,11.9
Bijan Robinson,123126,HB,ATL,17,79.8,34,2,1,69,79,99,4,820,10.4
