player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Christian McCaffrey,11763,HB,SF,3,40,14,28,0,68,61,12,14,52,2,238,6.0
Joe Mixon,11803,HB,CIN,3,39,11,7,0,16,50,8,9,47,1,163,4.2
Isiah Pacheco,83747,HB,KC,3,37,8,16,0,39,65,6,7,43,1,197,5.3
Jalen Hurts,40291,QB,PHI,3,35,17,24,2,28,0,0,0,31,5,143,4.1
Miles Sanders,40555,HB,PHI,3,35,7,24,1,18,3,1,2,36,2,148,4.2
Kenneth Gainwell,77737,HB,PHI,3,33,13,24,0,35,55,7,9,40,1,181,5.5
Travis Etienne Jr.,57185,HB,JAX,2,30,9,15,0,25,30,4,4,34,1,171,5.7
Daniel Jones,39395,QB,NYG,2,23,9,21,1,15,0,0,0,14,0,102,4.4
Elijah Mitchell,57272,HB,SF,2,23,3,28,0,13,25,2,3,25,0,53,2.3
Ezekiel Elliott,10638,HB,DAL,2,23,5,9,0,9,16,3,5,26,0,53,2.3
Tony Pollard,27126,HB,DAL,2,21,3,9,0,18,23,5,6,26,0,99,4.7
Jerick McKinnon,8731,HB,KC,3,19,3,16,0,14,32,5,7,24,0,60,3.2
Saquon Barkley,45791,HB,NYG,2,18,4,21,0,39,77,7,9,25,2,114,6.3
James Cook,83666,HB,BUF,2,17,2,4,0,13,0,0,0,17,1,52,3.1
Devin Singletary,40485,HB,BUF,2,16,6,4,0,13,37,5,6,21,0,73,4.6
Boston Scott,39462,HB,PHI,3,15,4,24,0,10,9,1,1,16,2,61,4.1
Dalvin Cook,11796,HB,MIN,1,15,2,18,0,11,10,6,7,21,0,60,4.0
Kenneth Walker III,97199,HB,SEA,1,15,4,29,0,9,3,1,1,16,1,63,4.2
Joe Burrow,28022,QB,CIN,3,15,6,7,0,21,0,0,0,7,1,70,4.7
Samaje Perine,11869,HB,CIN,3,14,7,7,0,11,35,8,10,22,1,58,4.1
J.K. Dobbins,57366,HB,BLT,1,13,3,3,0,15,43,4,5,17,0,62,4.8
Deebo Samuel,48274,WR,SF,3,13,1,28,1,22,211,13,19,26,0,34,2.6
Austin Ekeler,12164,HB,LAC,1,13,3,27,0,13,8,2,3,15,2,35,2.7
Patrick Mahomes,11765,QB,KC,3,12,4,16,1,26,0,0,0,3,0,60,5.0
Gus Edwards,46027,HB,BLT,1,12,4,3,0,9,13,1,1,13,0,39,3.3
Josh Allen,46601,QB,BUF,2,12,5,4,3,12,0,0,0,6,1,46,3.8
Dak Prescott,10769,QB,DAL,2,11,4,9,0,11,0,0,0,6,1,46,4.2
Jeff Wilson Jr.,29413,HB,MIA,1,10,1,17,0,6,13,1,4,11,1,22,2.2
Tyler Huntley,46448,QB,BLT,1,9,3,3,2,35,0,0,0,6,0,54,6.0
Rachaad White,131633,HB,TB,1,7,3,30,0,12,36,4,4,11,0,41,5.9
