player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Joe Mixon,11803,HB,CIN,4,67,12,7,0,23,107,18,21,85,1,262,3.9
Cam Akers,57206,HB,LA,4,67,6,26,2,15,76,8,10,75,0,172,2.6
Elijah Mitchell,57272,HB,SF,3,55,8,28,0,16,57,7,7,62,1,169,3.1
Jerick McKinnon,8731,HB,KC,3,34,6,16,1,15,165,14,17,48,0,150,4.4
Deebo Samuel,48274,WR,SF,3,27,4,28,0,26,154,10,14,37,1,137,5.1
Devin Singletary,40485,HB,BUF,2,26,11,4,0,16,38,7,7,33,3,107,4.1
Sony Michel,27589,HB,LA,4,26,3,26,0,35,-8,3,4,29,0,80,3.1
Derrick Henry,10679,HB,TEN,1,20,5,31,0,9,0,0,0,20,1,62,3.1
Matthew Stafford,4924,QB,LA,4,18,5,26,0,14,0,0,1,12,2,42,2.3
Josh Allen,46601,QB,BUF,2,17,10,4,1,26,0,0,0,13,0,134,7.9
Ke'Shawn Vaughn,45866,HB,TB,1,17,5,30,0,17,9,2,2,19,1,53,3.1
Leonard Fournette,11759,HB,TB,1,13,5,30,0,11,56,9,9,22,2,51,3.9
Patrick Mahomes,11765,QB,KC,3,13,5,16,1,34,0,0,0,0,1,117,9.0
Josh Jacobs,45953,HB,LV,1,13,3,23,0,35,44,4,5,17,0,83,6.4
Clyde Edwards-Helaire,57279,HB,KC,2,13,4,16,0,22,13,2,4,15,0,96,7.4
Giovani Bernard,7818,HB,TB,2,13,2,30,0,8,39,5,8,18,1,44,3.4
Ezekiel Elliott,10638,HB,DAL,1,12,4,9,0,9,0,1,4,13,0,31,2.6
Aaron Jones,11937,HB,GB,1,12,3,12,0,14,129,9,10,21,0,41,3.4
Najee Harris,57121,HB,PIT,1,12,0,25,1,8,-1,2,2,14,0,29,2.4
Joe Burrow,28022,QB,CIN,4,11,6,7,0,11,0,0,0,6,0,31,2.8
Damien Harris,35134,HB,NE,1,9,1,19,0,14,7,1,1,10,0,30,3.3
Rhamondre Stevenson,98689,HB,NE,1,8,2,19,0,8,33,4,4,12,0,27,3.4
Jalen Hurts,40291,QB,PHI,1,8,1,24,1,11,0,0,0,7,0,39,4.9
Chase Edmonds,45851,HB,ARZ,1,8,2,1,0,10,0,0,1,8,0,28,3.5
Miles Sanders,40555,HB,PHI,1,7,1,24,0,14,12,3,3,10,0,16,2.3
AJ Dillon,57165,HB,GB,1,7,2,12,0,6,0,0,0,7,1,25,3.6
Mecole Hardman Jr.,42683,WR,KC,3,6,2,16,1,25,121,8,9,14,1,55,9.2
Ja'Marr Chase,84270,WR,CIN,4,6,3,7,0,15,368,25,35,31,0,32,5.3
Isaiah McKenzie,11927,WR,BUF,2,6,2,4,0,15,48,4,4,10,0,44,7.3
Tony Pollard,27126,HB,DAL,1,4,0,9,0,8,12,2,2,6,0,14,3.5
Eno Benjamin,57136,HB,ARZ,1,4,0,1,0,5,26,2,2,6,0,8,2.0
D'Onta Foreman,11844,HB,TEN,1,4,2,31,0,45,0,0,0,4,0,66,16.5
Darrell Henderson Jr.,41193,HB,LA,1,4,0,26,0,5,43,3,5,7,0,7,1.8
Kalen Ballage,45741,HB,PIT,1,4,2,25,0,5,0,0,0,4,0,13,3.3
Dak Prescott,10769,QB,DAL,1,4,2,9,1,17,0,0,0,1,1,27,6.8
James Conner,11860,HB,ARZ,1,4,3,1,0,11,5,1,2,5,1,19,4.8
Derrick Gore,32342,HB,KC,1,3,0,16,0,5,0,0,0,3,0,3,1.0
