player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
Cam Johnson,84497,WR,DAL,3,54.5,1,9,0,15,6,11,0,32,5.3
Tanner Knue,52961,WR,TB,3,81.8,6,30,0,22,9,11,1,86,9.6
Steven Sims,48341,WR,HST,4,50.0,5,13,0,20,5,10,0,64,12.8
Easop Winston Jr.,61812,WR,SEA,3,80.0,4,29,0,23,8,10,1,98,12.3
Tyler Scott,123578,WR,CHI,4,70.0,5,6,0,37,7,10,0,116,16.6
Quintez Cephus,29614,WR,HST,4,60.0,2,13,0,15,6,10,0,40,6.7
Trishton Jackson,41247,WR,MIN,3,90.0,8,18,0,45,9,10,3,154,17.1
Cameron Latu,82647,TE,SF,3,80.0,3,28,0,24,8,10,0,84,10.5
Ramel Keyton,99204,WR,LV,3,50.0,5,23,0,22,5,10,0,84,16.8
Kaden Davis,156151,WR,DET,3,50.0,2,11,0,61,5,10,1,96,19.2
Jalen Moreno-Cropper,97273,WR,DAL,3,50.0,1,9,0,12,5,10,0,32,6.4
Parker Washington,129799,WR,JAX,3,80.0,6,15,0,25,8,10,1,83,10.4
Terrace Marshall Jr.,84271,WR,CAR,3,50.0,4,5,0,15,5,10,1,53,10.6
Nikko Remigio,84150,WR,KC,3,70.0,3,16,0,29,7,10,0,52,7.4
Bryce Oliver,84248,WR,TEN,3,80.0,4,31,0,34,8,10,2,90,11.3
Trayveon Williams,45775,HB,CIN,3,70.0,3,7,0,14,7,10,0,30,4.3
Eric Gray,99143,HB,NYG,2,90.0,3,21,0,24,9,10,0,68,7.6
Deontay Burnett,47477,WR,DAL,3,50.0,4,9,0,20,5,10,0,63,12.6
Scott Miller,47481,WR,PIT,3,80.0,4,25,0,38,8,10,0,74,9.3
John Kelly Jr.,34761,HB,BLT,3,90.0,0,3,1,11,9,10,0,35,3.9
Ja'Lynn Polk,123153,WR,NE,3,77.8,2,19,0,29,7,9,0,53,7.6
Treyton Welch,98097,TE,CLV,3,77.8,2,8,0,22,7,9,0,53,7.6
Austin Trammell,52195,WR,JAX,3,88.9,6,15,0,29,8,9,0,135,16.9
Laviska Shenault Jr.,61220,WR,SEA,3,77.8,5,29,0,18,7,9,0,76,10.9
Jake Tonges,60864,TE,SF,3,100.0,4,28,0,12,9,9,0,63,7.0
Jermaine Burton,124017,WR,CIN,3,88.9,6,7,0,38,8,9,2,157,19.6
Tre Tucker,101106,WR,LV,2,55.6,4,23,0,48,5,9,0,139,27.8
John FitzPatrick,83974,TE,ATL,3,66.7,2,2,0,9,6,9,0,33,5.5
Xazavian Valladay,57490,HB,NYJ,3,77.8,4,22,0,17,7,9,0,66,9.4
Je'Quan Burton,87729,WR,MIA,3,22.2,0,17,0,8,2,9,0,5,2.5
Simi Fehoko,84424,WR,LAC,3,77.8,4,27,0,78,7,9,1,170,24.3
Tom Kennedy,94379,WR,DET,3,66.7,4,11,0,14,6,9,0,44,7.3
Joseph Ngata,98214,WR,PHI,3,55.6,5,24,0,28,5,9,0,88,17.6
Grant DuBose,111276,WR,GB,3,55.6,4,12,0,23,5,9,0,66,13.2
Lucas Krull,83962,TE,DEN,3,77.8,2,10,1,16,7,9,0,53,7.6
Tommy Sweeney,47216,TE,CHI,4,100.0,4,6,1,25,9,9,2,86,9.6
Maurice Alexander,33465,WR,DET,3,77.8,5,11,0,29,7,9,0,106,15.1
Cornelius Johnson,97996,WR,LAC,3,33.3,2,27,0,16,3,9,0,34,11.3
Malachi Corley,66272,WR,NYJ,3,77.8,3,22,0,14,7,9,0,42,6.0
Bo Melton,61610,WR,GB,3,44.4,3,12,0,18,4,9,1,40,10.0
Aidan Robbins,98030,HB,CLV,3,77.8,3,8,0,12,7,9,0,45,6.4
John Stephens Jr.,78108,TE,DAL,3,88.9,3,9,1,24,8,9,0,75,9.4
Braylon Sanders,61457,WR,MIA,2,22.2,2,17,0,9,2,9,0,17,8.5
Donovan Peoples-Jones,61439,WR,DET,3,22.2,1,11,0,26,2,9,0,31,15.5
Racey McMath,61401,WR,DAL,3,62.5,4,9,0,30,5,8,0,80,16.0
Cam Akers,57206,HB,HST,4,100.0,5,13,0,14,8,8,1,61,7.6
Jacob Cowing,100894,WR,SF,2,87.5,6,28,0,38,7,8,1,90,12.9
Luke Schoonmaker,84005,TE,DAL,3,50.0,2,9,0,11,4,8,0,27,6.8
Jaylen Johnson,84191,WR,LAC,3,37.5,2,27,0,36,3,8,0,53,17.7
Jalen Coker,143068,WR,CAR,3,62.5,4,5,0,36,5,8,1,71,14.2
Jaelon Darden,61522,WR,CLV,3,50.0,3,8,0,37,4,8,0,70,17.5
Jacob Harris,34255,WR,PHI,2,37.5,2,24,0,11,3,8,0,21,7.0
Drake Stoops,78087,WR,LA,3,75.0,3,26,0,16,6,8,0,55,9.2
Stanley Morgan,48110,WR,NO,3,50.0,3,20,0,19,4,8,0,47,11.8
DJ Turner,47663,WR,LV,2,87.5,4,23,0,20,7,8,1,54,7.7
Jeshaun Jones,84283,WR,MIN,3,62.5,3,18,0,71,5,8,1,90,18.0
Van Jefferson,47447,WR,PIT,3,75.0,3,25,0,20,6,8,0,57,9.5
Jha'Quan Jackson,101135,WR,TEN,3,75.0,3,31,0,24,6,8,0,69,11.5
Samori Toure,25276,WR,GB,3,62.5,4,12,0,15,5,8,0,53,10.6
Ben Skowronek,27948,WR,HST,3,50.0,1,13,0,27,4,8,0,32,8.0
Hayden Rucci,101680,TE,MIA,3,87.5,2,17,0,20,7,8,1,57,8.1
Joel Wilson,77943,TE,GB,3,75.0,3,12,0,17,6,8,0,45,7.5
Jake Bobo,77997,WR,SEA,3,37.5,2,29,0,14,3,8,0,26,8.7
Cornell Powell,40689,WR,KC,3,75.0,2,16,1,64,6,8,2,104,17.3
Jordan Mims,57209,HB,NO,3,50.0,1,20,0,10,4,8,0,22,5.5
Lucky Jackson,29557,WR,MIN,3,62.5,2,18,0,29,5,8,0,57,11.4
Mason Kinsey,115664,WR,TEN,2,50.0,4,31,0,17,4,8,0,58,14.5
Shedrick Jackson,84136,WR,CIN,3,50.0,0,7,0,8,4,8,0,21,5.3
Dante Pettis,48113,WR,CHI,3,62.5,5,6,0,34,5,8,2,98,19.6
Shane Zylstra,143786,TE,DET,3,75.0,3,11,0,12,6,8,0,41,6.8
Jakobi Meyers,47468,WR,LV,2,42.9,2,23,0,24,3,7,0,45,15.0
James Proche II,48037,WR,CLV,3,100.0,6,8,0,17,7,7,1,60,8.6
Tyler Johnson,48054,WR,LA,2,28.6,2,26,0,19,2,7,0,30,15.0
Nsimba Webster,48107,WR,CHI,3,71.4,3,6,0,44,5,7,0,89,17.8
Malik Washington,97108,WR,MIA,3,42.9,0,17,0,7,3,7,0,16,5.3
Qadir Ismail,78521,TE,BLT,3,57.1,0,3,1,6,4,7,0,13,3.3
Dylan Drummond,78187,WR,ATL,3,85.7,0,2,0,7,6,7,0,22,3.7
Erik Ezukanma,78148,WR,MIA,1,71.4,2,17,0,35,5,7,0,65,13.0
Chris Olave,84355,WR,NO,2,57.1,2,20,0,19,4,7,0,36,9.0
Odieu Hiliare,120861,WR,ATL,3,28.6,2,2,0,16,2,7,0,32,16.0
Cole Turner,84330,TE,WAS,3,28.6,1,32,0,25,2,7,0,29,14.5
Cade Stover,101486,TE,HST,4,71.4,2,13,0,16,5,7,0,58,11.6
Jeff Wilson Jr.,29413,HB,MIA,2,71.4,3,17,0,16,5,7,1,39,7.8
Blake Whiteheart,77881,TE,ARZ,3,85.7,3,1,1,18,6,7,0,57,9.5
Jaret Patterson,77745,HB,LAC,3,100.0,0,27,0,15,7,7,0,44,6.3
Tanner Hudson,66924,TE,CIN,3,71.4,3,7,0,12,5,7,0,32,6.4
John Jiles,180159,WR,NYG,3,28.6,1,21,1,21,2,7,0,41,20.5
Jalen Guyton,34164,WR,LV,3,85.7,3,23,0,24,6,7,0,51,8.5
Daurice Fountain,48181,WR,DET,3,28.6,0,11,0,9,2,7,0,15,7.5
Johnny Johnson III,61588,WR,HST,4,57.1,4,13,0,18,4,7,1,50,12.5
N'Keal Harry,48297,TE,MIN,3,57.1,2,18,0,24,4,7,0,60,15.0
Lance McCutcheon,61478,WR,NYJ,3,28.6,1,22,0,24,2,7,0,25,12.5
D.J. Montgomery,55003,WR,IND,3,42.9,1,14,0,39,3,7,0,51,17.0
Cody White,61448,WR,SEA,3,57.1,4,29,0,33,4,7,0,74,18.5
Brenden Bates,53746,TE,CHI,4,85.7,4,6,0,27,6,7,0,100,16.7
Jordan Matthews,8677,TE,CAR,3,100.0,3,5,0,28,7,7,1,68,9.7
Tyrell Shavers,61107,WR,BUF,3,57.1,2,4,0,10,4,7,0,28,7.0
Bernhard Seikovits,143797,TE,ARZ,3,71.4,1,1,0,18,5,7,0,33,6.6
Brycen Tremayne,84425,WR,WAS,3,42.9,0,32,0,16,3,7,0,18,6.0
John Ross,11764,WR,PHI,2,57.1,2,24,0,10,4,7,0,37,9.3
Isaiah Hodgins,52130,WR,NYG,3,42.9,1,21,0,9,3,7,0,17,5.7
Cedric Tillman,84434,WR,CLV,2,83.3,2,8,0,23,5,6,0,55,11.0
Michael Bandy,91824,WR,DEN,3,50.0,3,10,0,22,3,6,0,48,16.0
Stephen Carlson,94365,TE,CHI,4,83.3,2,6,0,10,5,6,0,36,7.2
Harrison Bryant,26394,TE,LV,2,50.0,2,23,0,6,3,6,1,15,5.0
Anthony Gould,97078,WR,IND,3,83.3,2,14,1,13,5,6,0,30,6.0
Sincere McCormick,97119,HB,LV,3,83.3,0,23,0,6,5,6,0,18,3.6
Ahmarean Brown,97164,WR,CLV,3,33.3,2,8,0,13,2,6,0,26,13.0
Lew Nichols,97187,HB,PHI,3,100.0,1,24,0,9,6,6,0,22,3.7
Rashee Rice,97605,WR,KC,2,66.7,2,16,0,14,4,6,0,35,8.8
Michael Wiley,98617,HB,WAS,3,100.0,2,32,0,23,6,6,0,37,6.2
Isaiah Spiller,99146,HB,LAC,3,83.3,2,27,0,13,5,6,0,34,6.8
George Pickens,99229,WR,PIT,3,83.3,3,25,0,32,5,6,0,55,11.0
Snoop Conner,99163,HB,DAL,3,66.7,1,9,0,14,4,6,0,29,7.3
Audric Estime,147476,HB,DEN,3,83.3,2,10,0,14,5,6,0,34,6.8
Jaylen Wright,146934,HB,MIA,2,66.7,1,17,0,23,4,6,0,41,10.3
Davion Davis,33158,WR,WAS,3,66.7,1,32,0,12,4,6,0,20,5.0
David Wallis,183189,WR,NE,3,33.3,1,19,0,12,2,6,0,16,8.0
Malik Nabers,146759,WR,NYG,2,66.7,3,21,0,21,4,6,0,54,13.5
Adonai Mitchell,146712,WR,IND,2,50.0,2,14,0,11,3,6,1,29,9.7
Brandon Johnson,40666,WR,DEN,3,66.7,4,10,0,46,4,6,1,105,26.3
Keon Coleman,144949,WR,BUF,2,33.3,2,4,0,12,2,6,0,20,10.0
Xavier Worthy,144718,WR,KC,2,50.0,2,16,0,39,3,6,1,62,20.7
Byron Pringle,42345,WR,WAS,3,33.3,1,32,0,10,2,6,0,11,5.5
Samson Nacua,43380,WR,NO,3,33.3,2,20,0,13,2,6,0,19,9.5
Zach Davidson,143780,TE,BUF,3,83.3,2,4,0,27,5,6,0,50,10.0
Josiah Deguara,47034,TE,JAX,3,50.0,2,15,0,28,3,6,0,42,14.0
Jordan Akins,47050,TE,CLV,3,100.0,1,8,0,17,6,6,0,48,8.0
Miller Forristall,47378,TE,LA,3,83.3,2,26,0,9,5,6,1,30,6.0
Jalen McMillan,131905,WR,TB,3,66.7,3,30,0,28,4,6,0,57,14.3
D'Onta Foreman,11844,HB,CLV,2,100.0,1,8,0,27,6,6,0,47,7.8
Collin Johnson,47808,WR,CHI,1,50.0,3,6,0,27,3,6,2,56,18.7
Nick Westbrook-Ikhine,47861,WR,TEN,3,50.0,3,31,0,15,3,6,1,33,11.0
Kevin Foelsch,183123,TE,PHI,3,50.0,0,24,0,7,3,6,0,17,5.7
Jabari Small,124298,HB,TEN,3,83.3,2,31,0,16,5,6,0,36,7.2
Malik Davis,57196,HB,DAL,3,50.0,1,9,0,14,3,6,0,18,6.0
Connor Heyward,57301,TE,PIT,3,66.7,2,25,0,15,4,6,1,24,6.0
Kendall Milton,124031,HB,PHI,3,66.7,1,24,0,10,4,6,0,18,4.5
Brady Russell,60876,TE,SEA,3,83.3,3,29,0,13,5,6,1,47,9.4
Quintin Morris,61182,TE,BUF,2,33.3,1,4,0,17,2,6,0,20,10.0
KJ Hamler,61590,WR,BUF,3,83.3,1,4,0,9,5,6,0,29,5.8
Troy Hairston,65088,FB,HST,4,66.7,1,13,0,6,4,6,1,19,4.8
Zach Pascal,12303,WR,ARZ,3,50.0,2,1,0,22,3,6,0,40,13.3
Frank Gore Jr.,121457,HB,BUF,3,66.7,1,4,0,8,4,6,0,16,4.0
Brayden Willis,77917,TE,SF,3,83.3,3,28,0,12,5,6,0,44,8.8
Dyami Brown,77986,WR,WAS,2,83.3,3,32,0,42,5,6,0,74,14.8
Julius Chestnut,109239,HB,TEN,3,83.3,3,31,0,36,5,6,0,70,14.0
Demario Douglas,104155,WR,NE,2,66.7,1,19,0,16,4,6,0,15,3.8
Chris Rodriguez Jr.,83689,HB,WAS,3,66.7,1,32,0,15,4,6,0,39,9.8
Tyler Badie,83714,HB,DEN,3,83.3,2,10,0,15,5,6,1,32,6.4
Brevyn Spann-Ford,84006,TE,DAL,3,83.3,3,9,0,17,5,6,0,41,8.2
Devin Culp,84080,TE,TB,3,50.0,2,30,0,11,3,6,0,24,8.0
JaMycal Hasty,25582,HB,NE,3,100.0,2,19,0,23,6,6,0,63,10.5
Jalen Nailor,84292,WR,MIN,2,66.7,4,18,0,31,4,6,0,94,23.5
Kevin Austin Jr.,84345,WR,NO,3,33.3,2,20,0,12,2,6,0,18,9.0
Austin Watkins,84457,WR,PHI,3,66.7,1,24,0,12,4,6,0,33,8.3
Dalton Schultz,47304,TE,HST,2,60.0,1,13,0,26,3,5,0,39,13.0
Mitchell Wilcox,47234,TE,NE,2,40.0,0,19,0,5,2,5,0,9,4.5
Jalon Calhoun,97272,WR,DET,3,80.0,3,11,0,21,4,5,0,51,12.8
Dewayne McBride,121495,HB,MIN,3,40.0,1,18,0,18,2,5,0,27,13.5
Isaiah Davis,138299,HB,NYJ,2,100.0,1,22,0,24,5,5,0,33,6.6
Britain Covey,32933,WR,PHI,2,100.0,2,24,0,7,5,5,0,30,6.0
Dan Chisena,34061,WR,ARZ,1,100.0,4,1,0,27,5,5,0,63,12.6
Jahan Dotson,84375,WR,PHI,2,60.0,0,24,0,7,3,5,0,16,5.3
Kadarius Toney,61245,WR,KC,2,60.0,1,16,0,20,3,5,0,22,7.3
Deneric Prince,83774,HB,KC,3,80.0,1,16,0,10,4,5,0,20,5.0
Davis Allen,99697,TE,LA,2,40.0,1,26,0,9,2,5,0,13,6.5
Pierre Strong Jr.,66619,HB,CLV,2,60.0,0,8,0,7,3,5,0,13,4.3
Brandon Smith,61327,WR,NYJ,3,100.0,4,22,0,39,5,5,0,120,24.0
Kylen Granson,40630,TE,IND,2,60.0,1,14,0,21,3,5,0,23,7.7
Princeton Fant,62982,TE,DAL,3,80.0,2,9,0,6,4,5,0,18,4.5
Michael Mayer,122906,TE,LV,2,80.0,2,23,0,9,4,5,0,23,5.8
Jaray Jenkins,84274,WR,PIT,3,80.0,3,25,0,17,4,5,0,44,11.0
Mike Harley Jr.,61423,WR,MIA,3,60.0,2,17,0,25,3,5,0,37,12.3
Jake Funk,45835,HB,DET,3,60.0,3,11,0,16,3,5,1,29,9.7
Tim Patrick,12087,WR,DEN,2,100.0,4,10,0,14,5,5,1,44,8.8
Kameron Johnson,165866,WR,TB,1,60.0,1,30,0,9,3,5,0,12,4.0
Tony Jones Jr.,40498,HB,ARZ,3,100.0,3,1,1,12,5,5,1,38,7.6
Brittain Brown,40399,HB,LV,2,60.0,2,23,0,20,3,5,0,43,14.3
Elijah Collins,83705,HB,CIN,3,80.0,2,7,0,21,4,5,0,39,9.8
Elijah Cooks,61501,WR,JAX,3,60.0,3,15,0,13,3,5,1,33,11.0
Luke McCaffrey,101634,WR,WAS,2,80.0,3,32,0,21,4,5,0,55,13.8
Tyler Goodson,101659,HB,IND,3,80.0,0,14,0,9,4,5,0,11,2.8
Mecole Hardman Jr.,42683,WR,KC,3,20.0,0,16,0,6,1,5,0,6,6.0
James Robinson,22425,HB,NO,3,80.0,1,20,0,9,4,5,0,23,5.8
Dez Fitzpatrick,42349,WR,PIT,3,100.0,4,25,0,59,5,5,0,130,26.0
Jawhar Jordan,99595,HB,HST,4,100.0,4,13,0,15,5,5,0,49,9.8
Isaiah McKenzie,11927,WR,NYG,3,40.0,2,21,0,10,2,5,0,15,7.5
Calvin Ridley,48262,WR,TEN,2,60.0,2,31,0,33,3,5,0,61,20.3
Jared Wiley,98508,TE,KC,3,80.0,0,16,1,6,4,5,0,14,3.5
Allen Robinson II,8696,WR,NYG,3,60.0,2,21,0,10,3,5,0,23,7.7
Keith Kirkwood,48017,WR,BLT,3,60.0,3,3,0,26,3,5,0,56,18.7
Elijah Dotson,57394,HB,LAC,3,80.0,0,27,0,7,4,5,0,14,3.5
Equanimeous St. Brown,47967,WR,NO,2,80.0,2,20,0,21,4,5,1,46,11.5
Olamide Zaccheaus,44920,WR,WAS,2,40.0,0,32,0,5,2,5,0,9,4.5
Bryce Ford-Wheaton,78127,WR,NYG,3,40.0,0,21,0,6,2,5,0,11,5.5
Cam Grandy,134552,TE,CIN,3,80.0,0,7,0,8,4,5,0,17,4.3
Malik Cunningham,60436,WR,BLT,3,80.0,2,3,0,19,4,5,0,34,8.5
Stone Smartt,60492,TE,LAC,3,60.0,1,27,0,14,3,5,0,21,7.0
Bub Means,98847,WR,NO,2,80.0,3,20,0,13,4,5,0,33,8.3
Tank Bigsby,123974,HB,JAX,3,80.0,0,15,0,9,4,5,0,18,4.5
Sal Cannella,60853,TE,TB,2,40.0,0,30,0,11,2,5,0,16,8.0
Kelvin Harmon,47931,WR,DAL,3,100.0,4,9,0,26,5,5,0,70,14.0
Irv Smith Jr.,42060,TE,KC,3,80.0,2,16,0,8,4,5,0,22,5.5
Jack Stoll,42058,TE,NYG,2,80.0,1,21,0,18,4,5,0,39,9.8
Will Shipley,144138,HB,PHI,2,100.0,1,24,0,19,5,5,1,38,7.6
Jase McClellan,123926,HB,ATL,3,60.0,1,2,0,11,3,5,0,24,8.0
Justyn Ross,78021,WR,KC,3,60.0,3,16,0,23,3,5,0,39,13.0
Kenny McIntosh,99158,HB,SEA,3,100.0,2,29,0,10,5,5,0,27,5.4
Myles Gaskin,45914,HB,MIN,3,80.0,1,18,0,6,4,5,0,16,4.0
Mike Boone,31615,HB,CAR,3,80.0,2,5,0,10,4,5,0,23,5.8
David Moore,11981,WR,CAR,3,40.0,2,5,0,23,2,5,0,28,14.0
Freddie Swain,26448,WR,CHI,3,75.0,1,6,0,25,3,4,0,30,10.0
Terry McLaurin,48229,WR,WAS,2,75.0,1,32,0,20,3,4,0,30,10.0
DJ Moore,48267,WR,CHI,2,50.0,2,6,0,15,2,4,0,27,13.5
Ellis Merriweather,128096,HB,GB,3,75.0,0,12,0,4,3,4,0,-1,-0.3
Hunter Kampmoyer,42701,TE,DEN,3,100.0,3,10,0,14,4,4,0,42,10.5
Tanner McLachlan,87645,TE,CIN,3,75.0,3,7,0,23,3,4,0,42,14.0
Gabe Davis,55410,WR,JAX,2,25.0,1,15,0,20,1,4,0,20,20.0
Gary Brightwell,57133,HB,JAX,3,100.0,0,15,0,8,4,4,0,11,2.8
Devaughn Vele,100637,WR,DEN,2,50.0,1,10,0,14,2,4,0,22,11.0
Evan Engram,11778,TE,JAX,2,100.0,4,15,0,11,4,4,2,28,7.0
Jacob Kibodi,57427,HB,NO,3,100.0,1,20,0,13,4,4,0,30,7.5
Owen Wright,57486,HB,BLT,3,50.0,2,3,0,17,2,4,1,23,11.5
Lil'Jordan Humphrey,42247,WR,DEN,2,75.0,1,10,1,20,3,4,0,29,9.7
John Samuel Shenker,60854,TE,LV,3,75.0,1,23,0,18,3,4,0,22,7.3
Ashton Dulin,91479,WR,IND,1,25.0,1,14,0,11,1,4,0,11,11.0
Charlie Kolar,60917,TE,BLT,3,75.0,1,3,0,9,3,4,0,20,6.7
Jacob Hollister,12051,TE,CAR,3,100.0,0,5,0,9,4,4,0,27,6.8
Sione Vaki,158505,HB,DET,2,100.0,4,11,0,20,4,4,0,60,15.0
Nick Muse,61079,TE,MIN,2,100.0,2,18,0,15,4,4,0,34,8.5
Justin Hall,61158,WR,MIN,1,50.0,2,18,0,20,2,4,1,24,12.0
Braelon Allen,145159,HB,NYJ,2,50.0,0,22,0,7,2,4,0,12,6.0
Matt Landers,61271,WR,NE,3,75.0,1,19,0,34,3,4,0,46,15.3
Chris Moore,10741,WR,ARZ,3,75.0,2,1,0,16,3,4,0,37,12.3
Demetric Felton Jr.,40568,HB,IND,4,100.0,0,14,0,10,4,4,0,18,4.5
Feleipe Franks,40217,TE,CAR,3,75.0,1,5,0,7,3,4,0,12,4.0
Sean Tucker,123056,HB,TB,3,100.0,1,30,0,27,4,4,0,36,9.0
Tylan Wallace,61577,WR,BLT,3,100.0,3,3,0,48,4,4,1,105,26.3
Juwann Winfree,38275,WR,IND,2,75.0,2,14,0,15,3,4,0,28,9.3
Marvin Mims Jr.,122937,WR,DEN,2,50.0,2,10,0,16,2,4,1,17,8.5
Cody Schrader,157177,HB,SF,3,50.0,0,28,1,5,2,4,0,8,4.0
Jalen Reagor,61697,WR,NE,3,50.0,0,19,0,7,2,4,0,10,5.0
Ben Sinnott,122616,TE,WAS,2,100.0,3,32,0,44,4,4,0,67,16.8
Terrell Bynum,61804,WR,LV,2,50.0,1,23,0,11,2,4,0,20,10.0
David Sills V,34579,WR,DEN,3,100.0,3,10,0,24,4,4,0,53,13.3
Derek Slywka,184983,WR,IND,3,50.0,2,14,0,24,2,4,0,27,13.5
Isaiah Winstead,91115,WR,NYJ,3,0.0,0,22,0,0,0,4,0,0,
Tyron Johnson,34427,WR,DAL,3,50.0,2,9,0,25,2,4,0,33,16.5
Hassan Hall,77705,HB,ARZ,1,100.0,2,1,0,21,4,4,0,28,7.0
Kenneth Gainwell,77737,HB,PHI,2,75.0,1,24,0,11,3,4,0,10,3.3
Brian Thomas Jr.,146760,WR,JAX,3,75.0,3,15,0,41,3,4,0,93,31.0
Aaron Shampklin,148900,HB,PIT,3,75.0,0,25,0,3,3,4,0,3,1.0
Cole Burgess,183105,WR,CIN,2,75.0,1,7,0,12,3,4,0,20,6.7
Thomas Odukoya,77872,TE,TEN,3,75.0,1,31,0,10,3,4,0,24,8.0
D'Wayne Eskridge,29573,WR,SEA,2,75.0,2,29,0,8,3,4,0,19,6.3
Ray Davis,101072,HB,BUF,2,75.0,1,4,0,13,3,4,0,19,6.3
Joshua Kelley,13750,HB,NYG,2,75.0,0,21,0,2,3,4,0,3,1.0
Lincoln Sefcik,147209,TE,NYJ,3,50.0,1,22,0,12,2,4,0,10,5.0
Sam Schnee,88668,WR,TEN,3,50.0,1,31,0,14,2,4,0,24,12.0
Giovanni Ricci,13756,TE,CLV,2,100.0,1,8,0,17,4,4,0,32,8.0
Kevin Harris,99141,HB,NE,3,50.0,1,19,0,18,2,4,1,24,12.0
Tyquan Thornton,78092,WR,NE,3,25.0,0,19,0,4,1,4,0,4,4.0
Eric Tomlinson,9786,TE,IND,3,50.0,1,14,0,18,2,4,0,24,12.0
Dareke Young,111900,WR,SEA,3,100.0,3,29,0,26,4,4,0,49,12.3
Jordan Murray,78741,TE,IND,3,75.0,3,14,0,30,3,4,0,62,20.7
Tyreik McAllister,156153,WR,LV,3,50.0,2,23,0,35,2,4,1,56,28.0
Jaelen Gill,82535,WR,LAC,3,75.0,1,27,0,18,3,4,0,27,9.0
Joshua Cephus,98095,WR,JAX,3,75.0,1,15,1,8,3,4,0,18,6.0
Emanuel Wilson,154173,HB,GB,3,75.0,1,12,0,20,3,4,0,37,12.3
Tanner Conner,22777,TE,MIA,1,75.0,2,17,0,43,3,4,0,70,23.3
