player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
Travis Kelce,7844,TE,KC,3,79.5,19,16,0,33,31,39,3,360,11.6
Stefon Diggs,9579,WR,BUF,3,64.5,18,4,0,36,20,31,2,311,15.6
Chris Godwin,11839,WR,TB,4,51.6,10,30,0,52,16,31,1,232,14.5
Tyreek Hill,10799,WR,KC,3,77.4,15,16,0,71,24,31,0,355,14.8
Davante Adams,8688,WR,GB,2,75.0,9,12,0,21,18,24,2,133,7.4
Mike Evans,8642,WR,TB,4,50.0,10,30,0,35,11,22,2,204,18.5
Leonard Fournette,11759,HB,TB,4,85.7,10,30,0,22,18,21,1,148,8.2
Cameron Brate,9207,TE,TB,4,70.0,9,30,1,24,14,20,1,175,12.5
Cole Beasley,7330,WR,BUF,3,77.8,6,4,0,23,14,18,0,145,10.4
JuJu Smith-Schuster,11817,WR,PIT,1,72.2,7,25,0,33,13,18,1,157,12.1
John Brown,8726,WR,BUF,3,55.6,4,4,0,21,10,18,0,86,8.6
Jarvis Landry,8698,WR,CLV,2,66.7,6,8,0,40,12,18,2,112,9.3
Mark Andrews,47436,TE,BLT,2,47.1,3,3,0,17,8,17,0,69,8.6
Robert Woods,7822,WR,LA,2,75.0,8,26,0,20,12,16,1,96,8.0
Diontae Johnson,33441,WR,PIT,1,68.8,8,25,0,19,11,16,0,117,10.6
Marquise Brown,61568,WR,BLT,2,73.3,7,3,0,30,11,15,0,196,17.8
Rob Gronkowski,5567,TE,TB,4,57.1,6,30,0,29,8,14,2,110,13.8
Austin Hooper,10715,TE,CLV,2,64.3,5,8,0,11,9,14,1,62,6.9
Marquez Valdes-Scantling,47809,WR,GB,2,57.1,7,12,0,50,8,14,1,148,18.5
Jared Cook,5012,TE,NO,2,64.3,2,20,1,12,9,14,0,68,7.6
Dawson Knox,35883,TE,BUF,3,76.9,6,4,0,14,10,13,2,65,6.5
Allen Lazard,48135,WR,GB,2,53.8,7,12,0,58,7,13,1,158,22.6
Rashard Higgins,10806,WR,CLV,2,58.3,5,8,1,25,7,12,0,116,16.6
Emmanuel Sanders,5606,WR,NO,2,66.7,4,20,0,16,8,12,0,51,6.4
Cam Sims,47908,WR,WAS,1,58.3,5,32,0,36,7,12,0,104,14.9
Antonio Brown,5718,WR,TB,3,66.7,4,30,0,36,8,12,2,81,10.1
Mecole Hardman Jr.,42683,WR,KC,3,66.7,4,16,0,42,8,12,1,66,8.3
Darrel Williams,13014,HB,KC,3,63.6,3,16,0,9,7,11,0,35,5.0
Eric Ebron,8645,TE,PIT,1,63.6,5,25,0,17,7,11,1,62,8.9
D.K. Metcalf,47864,WR,SEA,1,45.5,2,29,0,51,5,11,2,96,19.2
Michael Thomas,10681,WR,NO,2,45.5,3,20,0,38,5,11,1,73,14.6
Gabe Davis,55410,WR,BUF,3,40.0,4,4,0,37,4,10,0,85,21.3
Michael Pittman Jr.,29049,WR,IND,1,55.6,3,14,1,32,5,9,0,90,18.0
Byron Pringle,42345,WR,KC,3,66.7,2,16,0,11,6,9,0,39,6.5
Jack Doyle,8520,TE,IND,1,77.8,4,14,0,27,7,9,1,70,10.0
Logan Thomas,8755,TE,WAS,1,55.6,3,32,0,29,5,9,0,74,14.8
Devin Singletary,40485,HB,BUF,3,88.9,1,4,0,14,8,9,0,44,5.5
Nick Chubb,45783,HB,CLV,2,66.7,2,8,0,40,6,9,1,73,12.2
Robert Tonyan,12193,TE,GB,2,100.0,4,12,0,33,8,8,1,82,10.3
Cooper Kupp,11824,WR,LA,1,50.0,3,26,0,44,4,8,0,78,19.5
A.J. Brown,48327,WR,TEN,1,75.0,5,31,0,28,6,8,1,83,13.8
Deonte Harty,91470,WR,NO,2,100.0,5,20,0,24,8,8,0,82,10.3
Alvin Kamara,11822,HB,NO,2,62.5,1,20,0,10,5,8,0,37,7.4
Willie Snead IV,8999,WR,BLT,2,100.0,0,3,0,9,7,7,0,34,4.9
Allen Robinson II,8696,WR,CHI,1,85.7,2,6,0,21,6,7,0,55,9.2
Chase Claypool,42312,WR,PIT,1,71.4,3,25,0,29,5,7,2,59,11.8
Terry McLaurin,48229,WR,WAS,1,85.7,5,32,0,18,6,7,0,75,12.5
Aaron Jones,11937,HB,GB,2,71.4,2,12,2,14,5,7,0,21,4.2
David Njoku,11784,TE,CLV,2,83.3,3,8,0,27,5,6,0,66,13.2
T.Y. Hilton,7092,WR,IND,1,33.3,1,14,0,23,2,6,0,32,16.0
James Washington,47792,WR,PIT,1,83.3,4,25,0,27,5,6,0,72,14.4
Van Jefferson,47447,WR,LA,1,100.0,3,26,0,16,6,6,1,46,7.7
Scott Miller,47481,WR,TB,4,66.7,3,30,0,39,4,6,1,80,20.0
J.K. Dobbins,57366,HB,BLT,2,66.7,3,3,0,31,4,6,0,45,11.3
Patrick Ricard,48862,FB,BLT,2,80.0,2,3,0,11,4,5,0,37,9.3
T.J. Yeldon,9469,HB,BUF,2,80.0,1,4,0,20,4,5,0,41,10.3
Tyler Higbee,10744,TE,LA,2,60.0,0,26,0,4,3,5,0,9,3.0
James Conner,11860,HB,PIT,1,100.0,2,25,0,9,5,5,0,30,6.0
Jacob Hollister,12051,TE,SEA,1,0.0,0,29,0,0,0,5,0,0,
Zach Pascal,12303,WR,IND,1,60.0,3,14,0,17,3,5,1,37,12.3
Miles Boykin,48209,WR,BLT,2,60.0,0,3,0,11,3,5,0,20,6.7
Josh Reynolds,11872,WR,LA,2,75.0,3,26,0,28,3,4,0,65,21.7
Mo Alie-Cox,12078,TE,IND,1,100.0,2,14,0,16,4,4,0,32,8.0
Zack Moss,40341,HB,BUF,1,100.0,2,4,0,10,4,4,0,26,6.5
Javon Wims,41406,WR,CHI,1,25.0,1,6,0,28,1,4,0,28,28.0
Demarcus Robinson,10760,WR,KC,3,50.0,2,16,0,14,2,4,0,25,12.5
DeAndre Carter,9859,WR,CHI,1,75.0,1,6,0,8,3,4,0,17,5.7
Steven Sims,48341,WR,WAS,1,75.0,2,32,0,12,3,4,1,33,11.0
Clyde Edwards-Helaire,57279,HB,KC,2,75.0,1,16,0,18,3,4,0,23,7.7
Jonathan Taylor,57488,HB,IND,1,50.0,1,14,0,6,2,4,0,6,3.0
Cole Kmet,60995,TE,CHI,1,75.0,0,6,0,9,3,4,0,16,5.3
Jamaal Williams,11889,HB,GB,2,100.0,1,12,0,11,4,4,0,22,5.5
Tyler Johnson,48054,WR,TB,4,66.7,2,30,0,16,2,3,0,31,15.5
Equanimeous St. Brown,47967,WR,GB,2,66.7,2,12,0,27,2,3,0,37,18.5
Jonnu Smith,11855,TE,TEN,1,66.7,0,31,0,5,2,3,0,9,4.5
Trey Burton,9185,TE,IND,1,100.0,2,14,0,19,3,3,0,34,11.3
Isaiah McKenzie,11927,WR,BUF,3,100.0,2,4,0,7,3,3,1,14,4.7
Tyler Lockett,9502,WR,SEA,1,66.7,2,29,0,24,2,3,0,43,21.5
Antonio Gibson,78050,HB,WAS,1,66.7,0,32,0,3,2,3,0,4,2.0
Cam Akers,57206,HB,LA,2,100.0,1,26,0,44,3,3,0,51,17.0
Marcedes Lewis,2973,TE,GB,2,100.0,1,12,0,14,3,3,0,28,9.3
Tre'Quan Smith,48228,WR,NO,1,100.0,3,20,0,56,3,3,2,85,28.3
Anthony Miller,48160,WR,CHI,1,66.7,1,6,0,11,2,3,0,22,11.0
Donovan Peoples-Jones,61439,WR,CLV,2,66.7,1,8,0,23,2,3,0,31,15.5
Derrick Henry,10679,HB,TEN,1,100.0,0,31,0,7,3,3,0,11,3.7
Nyheim Miller-Hines,48103,HB,IND,1,33.3,1,14,0,8,1,3,0,8,8.0
