player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Ethan Vasko,163817,QB,LIBERTY,10,268,56.3,151,96,206,12,73.3,15,10,1961,7.3
Zane Flores,174288,QB,OKLA STATE,9,267,59.6,159,80,262,7,67.8,18,3,1488,5.6
Zevi Eckhaus,148535,QB,WASH STATE,10,263,63.5,167,92,341,9,83.7,17,12,1752,6.7
Ben Gulbranson,131734,QB,STANFORD,9,261,56.3,147,78,300,10,73.5,25,9,1811,6.9
Gio Lopez,172309,QB,N CAROLINA,11,261,65.1,170,91,245,5,89.0,22,10,1746,6.7
Carlos Del Rio-Wilson,146687,QB,MARSHALL,11,257,66.5,171,109,214,5,104.7,9,17,2052,8.0
E.J. Warner,156185,QB,FRESNO ST,9,255,69.8,178,98,169,11,87.6,16,12,1811,7.1
Maddux Madsen,163379,QB,BOISE ST,9,255,59.6,152,101,120,7,92.5,15,15,1992,7.8
Maverick McIvor,99476,QB,W KENTUCKY,7,253,66.4,168,91,346,5,95.4,10,12,1844,7.3
Aidan Armenta,175731,QB,LA MONROE,11,253,57.7,146,81,209,8,79.6,21,12,1628,6.4
Dylan Raiola,183581,QB,NEBRASKA,9,251,72.1,181,102,238,6,109.3,29,18,2000,8.0
Keyone Jenkins,170403,QB,FIU,9,250,62.8,157,93,166,5,86.3,15,9,1693,6.8
Dru DeShields,176094,QB,KENT STATE,11,244,55.7,136,86,201,3,102.7,16,18,2030,8.3
Jayden Denegal,158533,QB,S DIEGO ST,12,243,58.8,143,77,284,8,80.8,17,9,1809,7.4
Mark Gronowski,138303,QB,IOWA,12,241,62.7,151,89,192,6,81.5,15,8,1532,6.4
Sam Leavitt,175465,QB,ARIZONA ST,7,239,60.3,144,89,110,3,89.4,20,10,1628,6.8
Grayson Loftis,170054,QB,CHARLOTTE,11,234,54.7,128,60,136,8,70.0,22,8,1415,6.0
Broc Lowry,173383,QB,W MICHIGAN,12,233,63.1,147,86,347,2,89.4,15,7,1584,6.8
Amari Odom,178686,QB,KENNESAW,10,224,64.7,145,94,200,6,110.0,12,17,2140,9.6
AJ Swann,157186,QB,APP STATE,7,221,58.8,130,77,108,8,79.3,10,10,1494,6.8
AJ Hairston Jr.,184157,QB,UMASS,10,220,49.5,109,54,216,4,60.6,15,4,988,4.5
JJ Kohl,174674,QB,APP STATE,8,217,61.3,133,80,108,2,95.9,9,12,1465,6.8
Jackson Arnold,173684,QB,AUBURN,10,215,63.3,136,71,115,2,85.6,31,6,1309,6.1
Skyler Locklear,164027,QB,UTEP,9,213,55.4,118,64,330,11,74.8,15,13,1415,6.6
Tad Hudson,170107,QB,COAST CAR,9,207,55.1,114,56,141,5,63.3,13,4,942,4.6
Kaidon Salter,132046,QB,COLORADO,9,206,61.7,127,83,143,7,84.1,17,10,1414,6.9
Aidan Chiles,173727,QB,MICH STATE,8,204,62.3,127,71,223,3,92.6,19,10,1391,6.8
T.J. Finley,124093,QB,GA STATE,7,203,61.6,125,59,175,7,74.4,13,6,1242,6.1
Jackson Brousseau,173480,QB,COLO STATE,9,202,63.9,129,67,144,3,92.0,21,9,1360,6.7
Rodney Tisdale Jr.,188754,QB,W KENTUCKY,7,195,67.2,131,74,346,6,89.9,13,9,1371,7.0
Tucker Kilcrease,156863,QB,TROY,8,195,60.0,117,77,318,4,88.9,26,9,1405,7.2
Malachi Nelson,174203,QB,UTEP,6,189,54.0,102,48,330,9,66.8,10,8,1154,6.1
Cameran Brown,184894,QB,GA STATE,10,186,64.5,120,74,175,1,105.9,6,13,1293,7.0
Joe Labas,144847,QB,C MICHIGAN,12,183,68.9,126,64,134,6,105.8,16,12,1676,9.2
Hunter Watson,183993,QB,SM HOUSTON,7,182,57.1,104,60,281,4,74.9,21,5,1099,6.0
Lunch Winfield,176367,QB,LA LAFAYET,10,181,58.6,106,65,207,6,85.9,14,10,1323,7.3
Rickie Collins,172474,QB,SYRACUSE,7,181,53.6,97,54,304,10,58.5,15,6,1032,5.7
Dequan Finn,97804,QB,MIAMI OH,8,180,58.3,105,71,221,6,87.1,11,9,1451,8.1
Carter Jones,198923,QB,NEVADA,9,173,64.2,111,59,239,8,72.6,11,6,1029,5.9
Chase Jenkins,173242,QB,RICE,12,172,69.2,119,60,275,2,97.4,13,9,1033,6.0
Alessio Milivojevic,183542,QB,MICH STATE,9,172,64.5,111,59,223,3,98.7,18,10,1267,7.4
Caden Creel,170414,QB,JVILLE ST,12,170,61.2,104,68,196,3,91.9,12,8,1245,7.3
Scotty Fox Jr.,199546,QB,W VIRGINIA,9,170,59.4,101,50,343,6,81.9,15,7,1276,7.5
Drew Allar,164157,QB,PENN STATE,6,159,64.8,103,65,266,3,93.8,6,8,1100,6.9
Goose Crowder,144781,QB,TROY,6,156,62.2,97,53,318,5,93.5,19,11,1104,7.1
Steve Angeli,156966,QB,SYRACUSE,4,156,62.8,98,61,304,2,105.6,12,10,1317,8.4
Blake Baker,170448,QB,LA TECH,8,155,65.8,102,59,208,3,92.4,8,5,1220,7.9
Grayson James,145214,QB,BOSTON COL,7,154,56.5,87,54,121,5,83.1,17,7,1196,7.8
Drew Pyne,122910,QB,BOWL GREEN,6,154,61.0,94,45,122,5,71.9,16,4,882,5.7
Jeff Sims,122496,QB,ARIZONA ST,7,150,52.0,78,45,110,5,71.7,10,7,886,5.9
Blake Horvath,162555,QB,NAVY,11,146,60.3,88,69,237,6,100.0,6,10,1472,10.1
Ethan Grunkemeyer,183606,QB,PENN STATE,9,145,69.0,100,59,266,4,92.9,13,6,1079,7.4
Landyn Locke,199937,QB,SM HOUSTON,6,143,49.7,71,42,281,4,63.4,7,4,765,5.3
Max Cutforth,176220,QB,BOISE ST,8,140,57.1,80,39,120,2,76.3,9,3,855,6.1
Roman Gagliano,183961,QB,MIDDLE TN,5,137,56.9,78,47,224,0,97.0,10,7,1000,7.3
Josh Holst,171312,QB,N ILLINOIS,7,130,59.2,77,42,254,3,74.1,9,4,687,5.3
Joe Pesansky,149434,QB,FIU,8,129,60.5,78,47,166,6,85.9,7,9,915,7.1
Elijah Brown,183276,QB,STANFORD,6,128,57.8,74,42,300,2,81.2,13,4,829,6.5
Dexter Williams II,129457,QB,KENNESAW,8,127,53.5,68,42,200,3,78.8,4,6,798,6.3
Eli Holstein,172381,QB,PITTSBURGH,7,126,61.1,77,45,268,6,100.7,9,12,1081,8.6
Michael Van Buren Jr.,184764,QB,LSU,6,126,62.7,79,42,211,2,85.6,10,5,745,5.9
Ashton Daniels,157259,QB,AUBURN,4,122,55.7,68,50,115,2,77.1,10,3,797,6.5
Liam Szarka,197814,QB,AIR FORCE,10,122,61.5,75,61,101,5,105.0,8,9,1294,10.6
Hunter Simmons,148254,QB,WISCONSIN,8,119,52.1,62,32,349,7,49.8,4,2,664,5.6
Gavin Wimsatt,155757,QB,JVILLE ST,10,109,56.9,62,36,196,2,82.1,5,4,732,6.7
Will Hammond,184898,QB,TEXAS TECH,7,109,62.4,68,34,315,3,89.7,3,7,673,6.2
Grant Jordan,151147,QB,UMASS,7,108,56.5,61,31,216,2,72.5,12,3,564,5.2
Darius Curry,191052,QB,COLO STATE,5,108,64.8,70,34,144,7,73.1,5,5,740,6.9
Adam Damante,170711,QB,NEW MEX ST,4,104,67.3,70,37,242,4,86.9,6,5,717,6.9
Luke Weaver,198494,QB,HAWAII,4,102,59.8,61,33,180,3,80.5,6,5,600,5.9
Nicco Marchiol,157363,QB,W VIRGINIA,4,98,67.3,66,31,343,2,86.6,12,2,707,7.2
Ryder Burton,175011,QB,UAB,7,98,63.3,62,38,321,5,87.5,10,7,708,7.2
Gabarri Johnson,175905,QB,OREGON ST,8,97,61.9,60,27,265,3,69.0,8,2,497,5.1
Conner Harrell,156352,QB,CHARLOTTE,4,96,66.7,64,36,136,2,94.8,2,4,737,7.7
Julian Lewis,198304,QB,COLORADO,4,96,56.3,54,24,143,0,88.7,12,4,595,6.2
Jaxon Potter,176687,QB,WASH STATE,3,96,69.8,67,32,341,3,87.3,0,4,604,6.3
TJ Lateef,199810,QB,NEBRASKA,6,95,62.1,59,37,238,0,99.5,3,4,722,7.6
Carson Conklin,170765,QB,FRESNO ST,4,95,50.5,48,18,169,2,54.5,3,1,355,3.7
Trey Kukuk,198675,QB,LA TECH,8,91,64.8,59,27,208,3,74.3,6,2,538,5.9
Kirk Francis,173296,QB,TULSA,3,90,60.0,54,24,320,4,67.6,1,3,495,5.5
Danny O'Neil,184200,QB,WISCONSIN,6,90,67.8,61,35,349,5,83.3,16,5,635,7.1
Brady Davidson,199832,QB,N ILLINOIS,8,89,46.1,41,16,254,3,55.7,6,3,386,4.3
Brandon Rose,158503,QB,UMASS,6,88,59.1,52,24,216,3,61.0,7,1,424,4.8
Chubba Purdy,122412,QB,NEVADA,8,88,50.0,44,30,239,8,44.5,5,3,576,6.5
Max Johnson,124099,QB,N CAROLINA,4,87,62.1,54,26,245,0,82.2,2,2,432,5.0
Christian Veilleux,145086,QB,GA STATE,3,87,47.1,41,26,175,3,62.9,1,3,509,5.9
Daniel Beale,197861,QB,LA LAFAYET,5,86,48.8,42,24,207,4,46.4,5,1,395,4.6
Deshawn Purdie,184271,QB,WAKE,8,84,50.0,42,27,339,3,83.6,4,6,623,7.4
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,3,82,53.7,44,29,144,2,65.5,6,1,488,6.0
Henry Hesson,145798,QB,MIAMI OH,4,81,39.5,32,22,221,3,57.1,7,3,489,6.0
Samari Collier,144801,QB,COAST CAR,6,80,50.0,40,23,141,2,88.3,4,7,496,6.2
Cale Hellums,170981,QB,ARMY,12,80,50.0,40,35,114,3,71.1,5,3,586,7.3
Austin Simmons,175891,QB,OLE MISS,6,75,60.0,45,32,226,5,83.4,4,4,744,9.9
Cam Fancher,145266,QB,UCF,3,72,56.9,41,23,323,0,68.8,3,0,332,4.6
Christopher Vizzina,170032,QB,CLEMSON,4,71,63.4,45,18,140,1,91.6,5,4,406,5.7
Matt Zollers,198887,QB,MISSOURI,6,70,50.0,35,18,229,1,80.8,3,4,402,5.7
Hunter Najm,184223,QB,BOWL GREEN,5,68,48.5,33,25,122,4,71.5,6,5,473,7.0
Sam Jackson V,144682,QB,OKLA STATE,8,67,52.2,35,17,262,2,60.0,2,1,351,5.2
Malachi Singleton,172426,QB,PURDUE,8,64,59.4,38,23,273,2,92.6,3,5,431,6.7
Joseph Filardi,199227,QB,SYRACUSE,4,64,48.4,31,14,304,3,42.8,11,1,226,3.5
Mabrey Mettauer,183668,QB,SM HOUSTON,6,62,58.1,36,14,281,2,73.3,7,3,300,4.8
MJ Morris,157404,QB,COAST CAR,3,61,59.0,36,17,141,4,51.2,2,1,319,5.2
Zion Turner,158636,QB,MARSHALL,4,59,67.8,40,18,214,1,85.6,2,1,403,6.8
Zach Calzada,98006,QB,KENTUCKY,3,58,48.3,28,9,202,2,45.1,2,0,239,4.1
Ryan Staub,171906,QB,COLORADO,4,56,53.6,30,17,143,4,66.6,7,3,427,7.6
Kamario Taylor,198868,QB,MISS STATE,7,56,53.6,30,29,227,1,92.0,5,4,388,6.9
KJ Jackson,184386,QB,ARKANSAS,5,54,61.1,33,22,111,0,105.6,2,3,441,8.2
Tristan Ti'a,204242,QB,OREGON ST,3,53,69.8,37,20,265,2,93.7,7,3,385,7.3
Zach Gibson,100201,QB,FAU,6,53,58.5,31,16,165,3,71.5,0,3,323,6.1
Gunnar Gray,171202,QB,BUFFALO,4,53,54.7,29,10,126,2,62.5,0,2,228,4.3
Landry Lyddy,156581,QB,SO MISS,5,52,65.4,34,16,296,3,77.9,0,2,406,7.8
Tama Amisone,199154,QB,S JOSE ST,6,52,51.9,27,15,285,3,38.1,3,0,210,4.0
Daniel Kaelin,183565,QB,VIRGINIA,4,52,57.7,30,15,335,1,75.7,2,1,339,6.5
Zach Wilcke,156836,QB,CHARLOTTE,6,52,63.5,33,17,136,3,67.5,3,2,296,5.7
Deuce Bailey,198907,QB,MO STATE,2,48,47.9,23,19,230,0,85.0,4,2,335,7.0
Thomas Gotkowski,184081,QB,MIAMI OH,2,47,53.2,25,17,221,0,111.2,2,4,411,8.7
Carter Smith,199578,QB,WISCONSIN,4,46,56.5,26,12,349,1,72.8,9,2,201,4.4
AJ Bianco,158232,QB,NEVADA,6,46,58.7,27,11,239,1,66.2,5,1,188,4.1
Evan Bullock,170452,QB,LA TECH,3,44,54.5,24,14,208,2,51.5,6,0,242,5.5
Brady Jones,200039,QB,W MICHIGAN,5,43,44.2,19,9,347,3,30.8,3,1,136,3.2
Michael Merdinger,183334,QB,LIBERTY,5,42,50.0,21,19,206,0,86.4,7,1,350,8.3
Lucian Anderson III,173364,QB,BOWL GREEN,3,41,63.4,26,11,122,3,65.6,4,2,245,6.0
Walker Howard,157112,QB,LA LAFAYET,5,40,45.0,18,7,207,3,24.5,1,0,155,3.9
Dewayne Coleman,163179,QB,ARMY,5,38,50.0,19,11,114,2,69.3,1,2,273,7.2
Landon Graves,181155,QB,LA MONROE,6,38,50.0,19,14,209,2,59.6,0,2,185,4.9
Mason Drube,200056,QB,WYOMING,3,37,54.1,20,11,351,1,56.9,4,0,187,5.1
Mitch Griffis,123386,QB,TEXAS TECH,5,36,72.2,26,20,315,0,122.1,3,2,357,9.9
Byrd Ficklin,199457,QB,UTAH,7,36,58.3,21,19,328,0,113.3,1,3,301,8.4
Khalil Wilkins,189946,QB,W VIRGINIA,4,35,42.9,15,8,343,2,46.0,3,1,189,5.4
Tramell Jones Jr.,200122,QB,FLORIDA,2,35,60.0,21,14,163,0,93.9,1,2,191,5.5
Luke Duncan,173972,QB,UCLA,2,34,61.8,21,9,324,0,102.0,0,2,235,6.9
Jacob Conover,70963,QB,UTAH ST,4,33,57.6,19,11,329,0,99.3,1,2,230,7.0
Gevani McCoy,147609,QB,TEMPLE,8,33,72.7,24,14,306,0,115.2,1,2,256,7.8
Noah Gillon,198101,QB,APP STATE,3,32,40.6,13,4,108,0,50.4,4,0,111,3.5
Xavier Ward,146492,QB,S JOSE ST,3,32,37.5,12,6,285,4,8.9,0,0,116,3.6
Brandon Tennison,174109,QB,UTSA,4,32,62.5,20,10,331,0,100.9,2,2,199,6.2
Brendan Sullivan,145034,QB,TULANE,11,31,64.5,20,14,319,2,81.8,3,2,233,7.5
Luke Doty,124230,QB,S CAROLINA,3,30,63.3,19,11,289,1,61.5,1,0,148,4.9
Angel Flores,164493,QB,C MICHIGAN,8,29,65.5,19,8,134,0,107.7,2,2,195,6.7
Aaron Philo,183222,QB,GA TECH,1,28,75.0,21,11,176,1,113.7,1,1,373,13.3
Josh Johnson,186429,QB,AIR FORCE,5,28,57.1,16,14,101,2,111.6,4,4,374,13.4
Michael Hawkins Jr.,184595,QB,OKLAHOMA,2,27,55.6,15,11,261,0,111.2,3,3,167,6.2
Ryan Puglisi,184571,QB,GEORGIA,6,27,59.3,16,8,173,2,57.8,1,1,161,6.0
Kenny Minchey,171091,QB,NOTRE DAME,5,26,76.9,20,11,258,0,97.6,0,0,196,7.5
Turner Helton,163044,QB,GA SOUTHRN,3,26,53.8,14,6,174,0,72.3,0,1,74,2.8
AJ Hill,198754,QB,MEMPHIS,1,25,52.0,13,9,218,1,71.3,0,1,175,7.0
Deuce Knight,198161,QB,AUBURN,2,25,68.0,17,16,115,0,128.6,3,2,259,10.4
John Alan Richter,156999,QB,TOLEDO,3,25,68.0,17,13,316,1,107.2,1,3,153,6.1
Jake Merklinger,184888,QB,TENNESSEE,3,24,54.2,13,12,307,0,105.0,1,2,173,7.2
Alberto Mendoza,188673,QB,INDIANA,6,24,75.0,18,13,190,1,136.5,0,5,286,11.9
Kalieb Osborne,184132,QB,TOLEDO,6,23,60.9,14,12,316,0,125.1,3,2,239,10.4
Michael Johnson Jr.,97796,QB,AKRON,7,23,52.2,12,6,102,0,72.6,4,1,62,2.7
Cole Ballard,173062,QB,KANSAS,5,22,45.5,10,7,198,1,56.6,1,1,108,4.9
Baron May,76359,QB,BOWL GREEN,1,22,54.5,12,8,122,0,89.6,3,1,142,6.5
Cole Gonzales,159939,QB,PITTSBURGH,3,22,50.0,11,3,268,1,62.3,1,1,118,5.4
Drew Devillier,190639,QB,RICE,6,22,50.0,11,6,275,0,84.8,0,1,137,6.2
Deuce Adams,190581,QB,LOUISVILLE,3,21,71.4,15,5,210,0,83.8,2,0,112,5.3
Hank Brown,172439,QB,IOWA,3,21,52.4,11,6,192,1,63.0,0,1,107,5.1
Jalen Macon,153929,QB,N ILLINOIS,3,21,42.9,9,8,254,0,74.5,1,1,105,5.0
Zeon Chriss-Gremillion,156733,QB,HOUSTON,4,21,47.6,10,4,182,1,59.2,1,1,108,5.1
Gaston Moore,123756,QB,USF,6,20,70.0,14,5,327,0,89.6,1,1,54,2.7
CJ Montes,146114,QB,KENT STATE,2,19,52.6,10,6,201,1,72.3,5,1,140,7.4
Shaker Reisig,199615,QB,BOSTON COL,3,19,52.6,10,7,121,2,54.8,3,1,141,7.4
Emory Williams,170099,QB,MIAMI FL,4,19,68.4,13,7,220,0,93.3,2,0,156,8.2
Braden Streeter,185330,QB,DELAWARE,2,19,63.2,12,5,151,1,71.8,0,1,98,5.2
Braxton Woodson,175276,QB,NAVY,4,19,47.4,9,8,237,0,65.7,3,0,110,5.8
JacQai Long,184703,QB,MARSHALL,5,18,33.3,6,1,214,0,42.4,4,0,31,1.7
Kevin Sperry,198436,QB,FLORIDA ST,3,18,66.7,12,9,167,0,139.6,2,2,194,10.8
Jaylen Henderson,146054,QB,W VIRGINIA,5,18,38.9,7,2,343,0,47.0,4,0,50,2.8
Khristian Martin,188254,QB,MARYLAND,5,17,64.7,11,4,215,0,81.7,1,0,105,6.2
Brayden Roggow,184145,QB,AKRON,3,17,64.7,11,5,102,0,78.3,0,0,91,5.4
Blaze Berlowitz,171066,QB,VANDERBILT,6,17,52.9,9,7,333,0,97.9,0,1,131,7.7
Austin Mack,171934,QB,ALABAMA,3,16,81.3,13,10,103,0,138.8,0,2,125,7.8
Brock Thomas,176601,QB,OREGON,5,16,75.0,12,7,264,0,119.3,1,1,130,8.1
Billy Edwards Jr.,144185,QB,WISCONSIN,2,16,43.8,7,6,349,0,68.0,0,0,113,7.1
