player,player_id,position,team_name,player_game_count,attempts,first_downs,franchise_id,fumbles,longest,rec_yards,receptions,targets,total_touches,touchdowns,yards,ypa
Nathaniel Jones,128265,HB,NEW MEXICO,11,118,26,241,0,51,6,4,6,122,2,544,4.6
Oscar Adaway III,100835,HB,N TEXAS,9,118,30,251,0,35,29,5,6,123,5,585,5.0
Johnnie Lang,57246,HB,ARK STATE,12,117,23,113,2,49,235,24,29,141,3,419,3.6
Hassan Hall,77705,HB,GA TECH,12,116,22,176,1,63,165,28,35,144,1,522,4.5
Daijun Edwards,124021,HB,GEORGIA,12,115,36,173,1,28,80,11,14,126,7,612,5.3
Leshon Williams,129487,HB,IOWA,11,114,22,192,1,21,76,10,15,124,2,410,3.6
Michael Wiley,98617,HB,ARIZONA,11,112,36,109,0,72,349,36,45,147,8,778,6.9
Chris Smith,83693,HB,LA LAFAYET,10,112,29,207,1,55,151,20,25,132,3,577,5.2
Tai Lavatai,121854,QB,NAVY,8,112,32,237,7,19,26,1,1,105,5,353,3.2
Jaxson Dart,146409,QB,OLE MISS,12,112,29,226,6,36,0,0,0,79,0,624,5.6
Garrett Shrader,98212,QB,SYRACUSE,11,112,37,304,3,25,0,0,1,74,7,590,5.3
Antario Brown,145868,HB,N ILLINOIS,10,111,25,254,1,86,7,1,1,112,7,689,6.2
Brady Cook,124199,QB,MISSOURI,12,111,37,229,3,40,0,0,0,79,6,649,5.8
MarShawn Lloyd,124247,HB,S CAROLINA,9,110,35,289,2,45,173,18,25,128,9,565,5.1
Trevor Etienne,157730,HB,FLORIDA,12,110,28,163,1,85,57,8,8,118,6,705,6.4
Dorian Thompson-Robinson,83574,QB,UCLA,12,109,43,324,9,68,0,0,0,65,11,720,6.6
Peny Boone,129498,HB,TOLEDO,11,110,27,316,1,16,84,10,16,120,3,411,3.7
Chandler Rogers,98683,QB,LA MONROE,12,109,32,209,9,34,3,1,1,51,5,575,5.3
Seth Henigan,144267,QB,MEMPHIS,12,109,28,218,5,30,0,0,0,57,4,477,4.4
Cam Davis,72376,HB,WASHINGTON,11,109,45,340,1,42,137,19,23,128,13,525,4.8
Kyle Monangai,129891,HB,RUTGERS,12,109,28,278,0,31,31,6,11,115,2,445,4.1
Riley Leonard,143862,QB,DUKE,12,108,34,154,4,74,0,0,0,65,11,713,6.6
Lexington Joseph,97104,HB,FIU,12,107,26,166,0,47,174,29,31,136,5,544,5.1
TreVeyon Henderson,145059,HB,OHIO STATE,8,106,30,260,0,41,28,4,6,110,6,576,5.4
Davion Ervin-Poindexter,101653,HB,W KENTUCKY,13,106,25,346,1,37,56,13,17,119,3,490,4.6
Keyon Mozee,145809,HB,MIAMI OH,10,106,22,221,0,66,6,2,3,108,2,455,4.3
Cam Wiley,101646,HB,AKRON,10,106,30,102,0,55,117,22,31,128,5,488,4.6
Woody Marks,124179,HB,MISS STATE,11,105,37,227,1,37,266,43,52,148,9,540,5.1
RJ Harvey,99622,HB,UCF,10,105,34,323,2,61,177,18,21,123,5,727,6.9
Jarquez Hunter,146662,HB,AUBURN,12,104,34,115,2,48,224,17,24,121,7,668,6.4
Jase McClellan,123926,HB,ALABAMA,12,104,35,103,1,81,164,13,15,117,6,609,5.9
Ikaika Ragsdale,73289,HB,N TEXAS,11,103,25,251,1,42,109,15,19,118,4,561,5.4
Dallan Hayden,162865,HB,OHIO STATE,9,102,25,260,0,45,23,4,4,106,5,510,5.0
Gino Campiotti,78504,QB,UMASS,10,102,24,216,3,24,0,0,0,95,3,409,4.0
Clayton Tune,77652,QB,HOUSTON,12,101,32,182,7,55,0,0,0,50,5,622,6.2
Spencer Sanders,77660,QB,OKLA STATE,10,101,33,262,1,29,2,1,1,66,8,459,4.5
Jacquez Stuart,97125,HB,TOLEDO,12,101,24,316,2,49,52,10,18,111,3,565,5.6
Zuberi Mobley,145187,HB,FAU,12,101,29,165,1,45,60,7,7,108,3,531,5.3
Camerun Peoples,83607,HB,APP STATE,9,100,30,108,0,73,38,5,8,105,5,592,5.9
Latrele Palmer,102437,HB,JAMES MAD,11,100,20,197,2,34,47,6,7,106,5,391,3.9
Adrian Martinez,83522,QB,KANSAS ST,9,100,40,199,5,69,11,1,1,85,10,680,6.8
Malik Cunningham,60436,QB,LOUISVILLE,10,100,33,210,5,43,33,1,1,69,12,652,6.5
Terrence Williams,147144,HB,LA LAFAYET,11,99,29,207,1,16,42,7,12,106,1,365,3.7
Jirehl Brock,97291,HB,IOWA STATE,10,99,24,193,2,61,113,21,25,120,3,443,4.5
Micah Kelly,97099,HB,TOLEDO,11,98,15,316,0,24,66,11,17,109,1,305,3.1
Justin Johnson Jr.,144782,HB,W VIRGINIA,12,97,23,343,1,24,46,8,9,105,3,434,4.5
Jay Ducker,130550,HB,MEMPHIS,12,97,30,218,0,50,88,11,11,108,5,461,4.8
DJ Irons,145585,QB,AKRON,10,97,29,102,9,53,0,0,0,65,4,574,5.9
Anthony Richardson,124393,QB,FLORIDA,12,97,40,163,5,81,0,0,0,65,9,713,7.4
Austin Jones,97183,HB,USC,12,97,37,326,0,44,207,17,20,114,5,604,6.2
Craig Williams,77756,HB,BAYLOR,10,96,26,118,1,51,71,9,9,105,4,535,5.6
Chez Mellusi,99597,HB,WISCONSIN,8,96,20,349,0,16,25,2,2,98,1,396,4.1
Clyde Price,99493,HB,AKRON,12,96,28,102,2,19,158,30,33,126,7,309,3.2
Nathaniel Peat,100586,HB,MISSOURI,11,96,17,229,2,34,66,10,16,106,2,404,4.2
Chris Tyree,122913,HB,NOTRE DAME,12,95,25,258,0,26,128,20,23,115,3,433,4.6
Frank Harris,60586,QB,UTSA,12,95,36,331,5,63,9,1,1,51,8,661,7.0
Chevan Cordeiro,75886,QB,S JOSE ST,11,95,23,285,4,36,19,1,1,36,8,489,5.1
Michael Pratt,123229,QB,TULANE,11,95,41,319,6,26,0,0,0,64,9,446,4.7
Xavier Arline,121831,QB,NAVY,9,94,19,237,2,32,0,0,1,87,3,399,4.2
Brennan Armstrong,77696,QB,VIRGINIA,10,94,32,335,6,64,0,0,0,49,6,586,6.2
Roschon Johnson,99467,HB,TEXAS,12,94,32,311,1,52,128,14,21,108,5,545,5.8
Jaylen Coleman,97624,HB,DUKE,8,94,29,154,0,20,47,5,5,99,4,425,4.5
Aveon Smith,130529,QB,MIAMI OH,9,94,29,221,4,73,0,0,0,65,6,578,6.1
Elijah Green,122836,HB,N CAROLINA,7,93,27,245,1,80,89,14,15,107,8,452,4.9
Lawrance Toafili,122421,HB,FLORIDA ST,12,93,26,167,3,32,266,23,29,116,5,444,4.8
Tyson Riley,121605,FB,ARMY,10,93,21,114,1,70,2,1,2,94,2,438,4.7
Donovan Edwards,144917,HB,MICHIGAN,9,92,27,222,1,85,195,17,19,109,6,687,7.5
Trey Potts,101647,HB,MINNESOTA,11,92,25,225,0,40,23,3,4,95,3,444,4.8
Deshaun Fenwick,83759,HB,OREGON ST,9,92,25,265,2,25,15,4,5,96,7,446,4.8
Cam Fancher,145266,QB,MARSHALL,12,91,27,214,3,41,0,0,0,67,1,543,6.0
Josh Williams,99171,HB,LSU,10,91,33,211,0,50,113,18,20,109,6,477,5.2
Ari Broussard,75824,HB,RICE,7,91,26,275,3,19,36,3,3,94,9,245,2.7
Jordan Byrd,83748,HB,S DIEGO ST,12,90,15,284,3,53,53,8,10,98,3,387,4.3
Jalen Holston,57469,HB,VA TECH,11,90,21,337,0,15,66,10,20,100,5,321,3.6
Josh Henderson,99594,HB,INDIANA,12,89,28,190,2,23,274,24,29,113,4,390,4.4
Dillon Johnson,124176,HB,MISS STATE,11,89,26,227,0,40,274,47,52,136,3,499,5.6
Phil Mafah,144123,HB,CLEMSON,12,89,25,140,0,39,47,8,10,97,3,466,5.2
Jovantae Barnes,158085,HB,OKLAHOMA,9,89,19,261,1,31,26,5,7,94,4,407,4.6
Todd Centeio,60552,QB,JAMES MAD,10,88,30,197,6,30,0,0,0,74,7,448,5.1
Anton Hall Jr.,144311,FB,NAVY,10,88,25,237,4,77,62,1,1,89,3,377,4.3
Grant Wells,97784,QB,VA TECH,11,88,21,337,2,20,0,0,1,67,6,410,4.7
Nate Noel,122249,HB,APP STATE,9,88,28,108,1,52,150,25,32,113,6,607,6.9
John Lee Eldridge III,131515,HB,AIR FORCE,12,88,38,101,2,60,4,1,4,89,4,702,8.0
CJ Donaldson,157372,HB,W VIRGINIA,7,87,30,343,1,82,27,9,11,96,8,526,6.0
Dylan Downing,128352,HB,PURDUE,10,87,25,273,0,30,81,10,11,97,4,361,4.1
Bo Nix,97790,QB,OREGON,12,87,44,264,1,80,36,2,2,65,14,507,5.8
Qualan Jones,97196,HB,BAYLOR,12,87,27,118,1,27,140,24,39,111,7,441,5.1
Cam Porter,129732,HB,NWESTERN,12,87,18,256,2,27,50,7,10,94,2,284,3.3
Cartevious Norton,157582,HB,IOWA STATE,8,87,19,193,0,20,69,12,17,99,2,312,3.6
Sam Brown V,162899,HB,RUTGERS,7,86,28,278,0,20,17,4,5,90,3,374,4.3
Dontae Smith,77717,HB,GA TECH,12,86,23,176,2,51,125,19,22,105,5,420,4.9
Cooper Legas,101286,QB,UTAH ST,9,86,27,329,2,32,0,0,0,63,2,363,4.2
Kevorian Barnes,145514,HB,UTSA,8,86,24,331,1,46,96,8,8,94,5,526,6.1
Cole Snyder,97617,QB,BUFFALO,12,86,22,126,12,25,15,1,1,60,4,301,3.5
Ayo Adeyi,145320,HB,N TEXAS,10,86,24,251,2,92,12,2,2,88,4,682,7.9
Emari Demercado,77763,HB,TCU,12,86,24,305,0,63,69,11,12,97,5,445,5.2
Cameron Montgomery,52198,HB,RICE,12,86,14,275,1,55,75,8,14,94,0,498,5.8
Omarion Hampton,162750,HB,N CAROLINA,11,86,26,245,2,58,36,5,5,91,7,398,4.6
Dequan Finn,97804,QB,TOLEDO,10,85,37,316,7,37,0,0,0,44,8,601,7.1
Caleb Williams,144622,QB,USC,12,85,37,326,5,55,0,0,0,52,10,524,6.2
Jamyest Williams,56165,HB,GA STATE,8,85,17,175,1,42,27,4,5,89,2,459,5.4
Micah Bernard,100583,HB,UTAH,12,85,18,328,1,36,257,25,36,110,3,394,4.6
Brian Snead,83732,HB,ARK STATE,8,84,21,113,0,29,44,8,12,92,6,312,3.7
Gerald Green,97121,HB,GA SOUTHRN,10,84,24,174,0,67,19,4,5,88,6,463,5.5
Jamious Griffin,97189,HB,OREGON ST,11,83,22,265,1,23,19,3,4,86,3,484,5.8
Steven Anderson,60542,HB,TULSA,10,84,29,320,1,23,56,3,3,87,6,353,4.2
Treshaun Ward,99619,HB,FLORIDA ST,9,84,25,167,2,46,19,6,6,90,5,547,6.5
Rodney Hammond Jr.,144024,HB,PITTSBURGH,7,84,22,268,1,29,65,5,8,89,3,366,4.4
Tiyon Evans,146928,HB,LOUISVILLE,8,83,24,210,3,71,13,6,6,89,6,518,6.2
Brandon Campbell,146414,HB,HOUSTON,9,83,19,182,1,40,90,15,16,98,4,390,4.7
Tylan Hines,156043,HB,HAWAII,13,83,27,180,2,69,82,9,16,92,2,635,7.7
Deion Smith,83655,HB,COLORADO,10,83,19,143,1,25,84,11,14,94,2,388,4.7
Collin Schlee,98025,QB,KENT STATE,11,82,35,201,6,33,-16,1,1,54,4,575,7.0
Jaylon Jackson,139386,HB,E MICHIGAN,12,82,18,160,0,26,135,13,14,95,1,341,4.2
Max Duggan,99470,QB,TCU,12,82,30,305,2,67,1,1,1,64,5,462,5.6
Daetrich Harrington,57129,HB,APP STATE,12,82,25,108,2,31,43,4,7,86,4,389,4.7
Jakobi Buchanan,102884,FB,ARMY,11,82,25,114,2,55,0,0,0,82,6,334,4.1
Kay'Ron Lynch-Adams,101643,HB,UMASS,10,82,15,216,0,66,1,3,4,85,1,304,3.7
N'Kosi Perry,60446,QB,FAU,12,81,25,165,11,21,0,0,0,56,6,339,4.2
Nolan McCormick,145880,HB,OHIO,11,81,17,259,0,20,164,20,22,101,1,283,3.5
Austin Reed,111760,QB,W KENTUCKY,13,81,32,346,8,20,0,0,0,65,8,288,3.6
Perris Jones,77721,HB,VIRGINIA,8,80,20,335,1,28,43,6,6,86,2,364,4.6
Charvis Thornton,97246,HB,LA TECH,12,80,23,208,0,63,25,5,7,85,3,463,5.8
Reese White,97197,HB,COAST CAR,8,79,27,141,2,51,31,6,6,85,4,430,5.4
E.J. Wilson,123652,HB,FIU,12,79,17,166,0,16,75,19,26,98,2,290,3.7
Jaylon Glover,158484,HB,UTAH,8,78,24,328,0,29,6,1,1,79,4,360,4.6
Jaylan Knighton,122215,HB,MIAMI FL,10,78,22,220,4,56,74,8,11,86,1,420,5.4
Tyre Shelton,77038,HB,MIAMI OH,10,78,17,221,0,26,39,8,10,86,3,295,3.8
Calvin Hill,97069,HB,TEXAS ST,7,77,17,314,0,27,46,8,10,85,1,339,4.4
Ahmani Marshall,123391,HB,APP STATE,9,76,16,108,0,37,36,4,6,80,4,389,5.1
Brandon Thomas,121788,HB,MEMPHIS,9,76,21,218,0,18,19,3,5,79,9,270,3.6
Devontae Houston,147375,HB,UCONN,9,76,19,146,1,75,48,11,12,87,3,540,7.1
Iverson Celestine,144406,HB,TULANE,10,76,13,319,2,29,26,4,5,80,0,298,3.9
Corey Kiner,86392,HB,CINCINNATI,9,76,17,138,1,52,2,2,3,78,5,346,4.6
Hendon Hooker,60593,QB,TENNESSEE,11,76,31,307,7,44,0,0,0,41,5,566,7.4
Asa Martin,83633,HB,MEMPHIS,11,75,26,218,1,45,302,35,39,110,7,392,5.2
Jonah Coleman,158717,HB,ARIZONA,12,75,20,109,0,43,24,8,19,83,4,372,5.0
Ta'Zhawn Henry,77776,HB,HOUSTON,8,75,18,182,3,44,225,21,22,96,3,319,4.3
Andrew Henry,154703,HB,LA MONROE,12,75,17,209,1,75,92,11,12,86,4,322,4.3
Robert Briggs,163425,HB,UTAH ST,10,75,16,329,1,24,33,6,7,81,1,351,4.7
Maquel Haywood,144314,HB,NAVY,12,74,23,237,0,44,137,8,20,82,0,477,6.4
DJ Giddens,144595,HB,KANSAS ST,12,74,24,199,1,49,50,5,8,79,6,423,5.7
AJ Green Jr.,127442,HB,ARKANSAS,12,74,20,111,0,19,45,2,4,76,2,313,4.2
Jaheim Bell,124225,TE,S CAROLINA,12,74,19,289,1,18,235,24,28,98,3,257,3.5
Zion Turner,158636,QB,UCONN,12,74,17,146,8,23,12,2,2,43,1,348,4.7
Antwain Littleton Jr.,144892,HB,MARYLAND,11,74,23,215,2,68,46,5,5,79,6,369,5.0
Kye Robichaux,145532,HB,W KENTUCKY,8,73,24,346,1,59,74,13,15,86,3,496,6.8
Keshawn King,99612,HB,VA TECH,9,73,15,337,2,65,137,20,23,93,3,441,6.0
Christian Washington,163362,HB,NEW MEXICO,9,73,16,241,3,30,69,11,12,84,0,315,4.3
Grayson James,145214,QB,FIU,11,72,18,166,5,28,0,0,0,54,3,313,4.3
Jaiden Credle,158060,HB,N ILLINOIS,6,72,13,254,1,55,0,0,0,72,1,288,4.0
Vincent Terrell II,121872,HB,NAVY,12,72,12,237,0,18,221,9,19,81,2,238,3.3
Chase Cunningham,78533,QB,MIDDLE TN,11,71,16,224,6,18,-1,1,1,60,6,267,3.8
Jeff Sims,122496,QB,GA TECH,7,71,21,176,2,42,1,1,1,50,1,405,5.7
