player,player_id,position,team_name,player_game_count,attempts,completion_percent,completions,first_downs,franchise_id,interceptions,qb_rating,sacks,touchdowns,yards,ypa
Nick Tronti,60409,QB,FAU,1,33,51.5,17,8,165,1,60.9,1,1,146,4.4
Tyrrell Pigrome,46511,QB,W KENTUCKY,1,33,51.5,17,7,346,2,42.5,3,0,180,5.5
Grayson McCall,98002,QB,COAST CAR,1,32,65.6,21,18,141,1,116.4,2,3,318,9.9
Sam Howell,97599,QB,N CAROLINA,1,31,58.1,18,11,245,1,100.7,4,3,234,7.5
Cornelious Brown IV,98356,QB,GA STATE,1,30,53.3,16,13,175,1,98.2,1,3,232,7.7
Will Rogers,124184,QB,MISS STATE,1,30,63.3,19,11,227,0,86.5,4,1,148,4.9
Carson Strong,83524,QB,NEVADA,1,28,78.6,22,11,239,0,146.6,1,5,271,9.7
Kellen Mond,60556,QB,TEXAS A&M,1,26,61.5,16,9,312,0,90.5,3,0,232,8.9
Michael Pratt,123229,QB,TULANE,1,25,48.0,12,7,319,3,57.2,8,2,168,6.7
Jarret Doege,60353,QB,W VIRGINIA,1,25,60.0,15,10,343,1,75.3,2,1,159,6.4
Tyler Shough,83537,QB,OREGON,2,24,62.5,15,10,264,2,76.7,3,2,170,7.1
Aaron Allen,78494,QB,LA TECH,1,24,41.7,10,2,208,3,9.7,2,0,41,1.7
Anthony Brown Jr.,40316,QB,OREGON,2,23,65.2,15,12,264,0,115.1,0,2,164,7.1
Chevan Cordeiro,75886,QB,HAWAII,1,23,65.2,15,7,180,0,120.7,2,3,136,5.9
Sam Noyer,40048,QB,COLORADO,1,23,34.8,8,5,143,2,13.1,1,0,101,4.4
Tyler Johnston III,60570,QB,UAB,1,22,54.5,12,10,321,0,125.6,2,2,252,11.5
Levi Lewis,60428,QB,LA LAFAYET,1,22,54.5,12,7,207,0,105.5,0,2,146,6.6
Terry Wilson,40709,QB,KENTUCKY,1,21,61.9,13,4,202,0,71.9,0,0,92,4.4
Frank Harris,60586,QB,UTSA,1,20,60.0,12,13,331,1,105.6,2,2,197,9.9
Graham Mertz,97994,QB,WISCONSIN,1,17,64.7,11,4,349,0,107.5,0,1,130,7.6
Emory Jones,82111,QB,FLORIDA,1,17,52.9,9,4,163,0,66.1,0,0,81,4.8
Austin Kendall,40056,QB,W VIRGINIA,1,17,47.1,8,6,343,0,110.2,1,2,121,7.1
Sam Ehlinger,60555,QB,TEXAS,1,16,62.5,10,5,311,0,116.7,2,1,160,10.0
Zac Thomas,39989,QB,APP STATE,1,16,50.0,8,5,108,0,94.3,0,1,114,7.1
JD Head,122677,QB,LA TECH,1,14,64.3,9,5,208,1,49.1,2,0,78,5.6
D'Eriq King,26636,QB,MIAMI FL,1,13,76.9,10,7,220,0,128.0,0,1,113,8.7
Shai Werts,40384,QB,GA SOUTHRN,1,12,58.3,7,3,174,0,122.2,2,1,126,10.5
Casey Thompson,77677,QB,TEXAS,1,10,80.0,8,6,311,0,158.3,1,4,170,17.0
Brendon Lewis,131687,QB,COLORADO,1,10,60.0,6,5,143,0,91.7,0,0,95,9.5
Michael Kern,97799,QB,WAKE,1,8,25.0,2,2,339,0,58.9,1,0,61,7.6
Mitch Griffis,123386,QB,WAKE,1,7,28.6,2,2,339,0,43.8,0,0,28,4.0
Christian Anderson,60339,QB,ARMY,1,6,66.7,4,2,114,1,57.6,0,0,57,9.5
Logan Holgorsen,101053,QB,HOUSTON,1,5,20.0,1,1,182,0,54.6,1,0,33,6.6
Nick Nash,98679,QB,S JOSE ST,1,4,25.0,1,1,285,1,0.0,0,0,10,2.5
Chase Wolf,51692,QB,WISCONSIN,1,3,66.7,2,1,349,1,37.5,0,0,14,4.7
Javion Posey,97606,QB,FAU,1,3,100.0,3,0,165,0,79.2,1,0,5,1.7
Hudson Card,123109,QB,TEXAS,1,2,50.0,1,0,311,0,56.3,0,0,5,2.5
Chandler Morris,122938,QB,OKLAHOMA,1,2,50.0,1,0,261,0,56.3,0,0,2,1.0
Drew Pyne,122910,QB,NOTRE DAME,1,1,100.0,1,0,258,0,95.8,0,0,7,7.0
Malik Williams,61121,WR,APP STATE,1,1,100.0,1,1,108,0,158.3,0,1,22,22.0
Mikele Colasurdo,123851,QB,GA STATE,1,1,100.0,1,1,175,0,158.3,0,1,25,25.0
Cord Sandberg,82090,QB,AUBURN,1,1,100.0,1,0,115,0,100.0,0,0,8,8.0
Anthony Richardson,124393,QB,FLORIDA,1,1,100.0,1,2,163,0,158.3,0,1,27,27.0
Brevin Jordan,77887,WR,MIAMI FL,1,1,100.0,1,1,220,0,118.8,0,0,15,15.0
John Rhys Plumlee,97602,QB,OLE MISS,1,1,100.0,1,1,226,0,83.3,0,0,4,4.0
Cee Jay Powell,42146,WR,LA TECH,1,1,0.0,0,0,208,0,39.6,0,0,0,0.0
Riley Lees,42322,WR,NWESTERN,2,1,0.0,0,0,256,0,39.6,0,0,0,0.0
Xavier Gaines,40094,TE,MARSHALL,1,1,0.0,0,0,214,1,0.0,0,0,0,0.0
Stetson Bennett,60387,QB,GEORGIA,1,1,100.0,1,0,173,0,116.7,0,0,12,12.0
Dalen Cambre,102933,WR,LA LAFAYET,1,1,0.0,0,0,207,0,39.6,0,0,0,0.0
DJ Uiagalelei,122162,QB,CLEMSON,1,1,0.0,0,0,140,0,39.6,0,0,0,0.0
Kason Martin,83531,QB,N TEXAS,1,1,100.0,1,1,251,0,158.3,0,1,16,16.0
