player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
Jonathan Adams Jr.,61148,WR,ARK STATE,10,64.5,58,113,0,52,78,121,12,1106,14.2
Jaelon Darden,61522,WR,N TEXAS,9,66.1,46,251,0,75,74,112,19,1190,16.1
Calvin Austin III,61418,WR,MEMPHIS,10,54.1,42,218,1,65,60,111,10,1025,17.1
DeVonta Smith,61100,WR,ALABAMA,10,78.3,61,103,0,66,83,106,15,1327,16.0
Jalen Tolbert,61637,WR,S ALABAMA,11,61.0,43,288,1,73,64,105,8,1085,17.0
Marlon Williams,55411,WR,UCF,8,68.3,46,323,0,85,71,104,10,1037,14.6
Zay Flowers,97268,WR,BOSTON COL,11,53.4,30,121,1,77,55,103,9,892,16.2
Elijah Moore,84302,WR,OLE MISS,8,85.1,55,226,0,91,86,101,8,1193,13.9
Taj Harris,77970,WR,SYRACUSE,10,57.4,30,304,1,79,58,101,5,733,12.6
Billy Kemp IV,77037,WR,VIRGINIA,10,69.1,34,335,1,29,67,97,1,644,9.6
Seth Williams,84137,WR,AUBURN,10,46.7,31,115,1,58,42,90,4,687,16.4
Hunter Long,60859,TE,BOSTON COL,11,64.0,35,121,0,36,57,89,5,685,12.0
Kaylon Geiger,102929,WR,TROY,11,72.7,32,318,2,51,64,88,3,751,11.7
Jordan Addison,123000,WR,PITTSBURGH,10,69.0,31,268,0,75,60,87,4,662,11.0
Tylan Wallace,61577,WR,OKLA STATE,8,62.4,40,262,0,55,53,85,6,877,16.5
Anthony Schwartz,84135,WR,AUBURN,10,63.5,29,115,1,91,54,85,3,635,11.8
Joshua Cephus,98095,WR,UTSA,11,63.5,33,331,0,35,54,85,4,516,9.6
Romeo Doubs,84329,WR,NEVADA,8,65.5,38,239,0,65,55,84,9,978,17.8
Shi Smith,61643,WR,S CAROLINA,9,67.9,35,289,0,36,57,84,4,633,11.1
Jahan Dotson,84375,WR,PENN STATE,9,61.9,38,266,0,75,52,84,8,884,17.0
Dyami Brown,77986,WR,N CAROLINA,11,67.1,46,245,0,87,55,82,8,1099,20.0
Amari Rodgers,61212,WR,CLEMSON,10,76.3,37,140,1,83,61,80,6,845,13.9
Jaylon Robinson,78085,WR,UCF,9,63.8,34,323,0,70,51,80,5,936,18.4
Jaivon Heiligh,84159,WR,COAST CAR,11,67.5,39,141,0,54,52,77,10,820,15.8
David Bell,97989,WR,PURDUE,6,68.8,30,273,0,89,53,77,8,625,11.8
Jarrin Pierce,100875,WR,MIDDLE TN,9,76.6,26,224,0,44,59,77,3,584,9.9
Kadarius Toney,61245,WR,FLORIDA,10,81.6,40,163,1,57,62,76,9,824,13.3
Kayshon Boutte,124087,WR,LSU,10,59.2,30,211,1,47,45,76,5,735,16.3
