player,player_id,position,team_name,player_game_count,caught_percent,first_downs,franchise_id,fumbles,longest,receptions,targets,touchdowns,yards,yards_per_reception
Stefon Diggs,9579,WR,BUF,16,78.4,73,4,0,55,127,162,8,1535,12.1
DeAndre Hopkins,7808,WR,ARZ,16,74.7,75,1,3,60,115,154,6,1407,12.2
Allen Robinson II,8696,WR,CHI,16,68.0,68,6,0,42,102,150,6,1250,12.3
Davante Adams,8688,WR,GB,14,78.8,73,12,1,56,115,146,18,1374,11.9
Darren Waller,9637,TE,LV,16,76.4,69,23,2,38,107,140,9,1196,11.2
Diontae Johnson,33441,WR,PIT,15,63.3,45,25,1,47,88,139,7,923,10.5
Travis Kelce,7844,TE,KC,15,75.5,79,16,1,45,105,139,11,1416,13.5
Keenan Allen,7857,WR,LAC,14,72.5,61,27,3,28,100,138,8,992,9.9
Calvin Ridley,48262,WR,ATL,15,65.7,65,2,1,63,90,137,9,1374,15.3
Robbie Chosen,11254,WR,CAR,16,70.9,49,5,1,75,95,134,3,1096,11.5
Tyler Lockett,9502,WR,SEA,16,75.2,57,29,1,47,100,133,10,1054,10.5
Tyreek Hill,10799,WR,KC,15,66.4,57,16,0,75,87,131,15,1276,14.7
Amari Cooper,9437,WR,DAL,16,71.9,54,9,0,69,92,128,5,1114,12.1
Terry McLaurin,48229,WR,WAS,15,68.0,51,32,1,68,87,128,4,1118,12.9
JuJu Smith-Schuster,11817,WR,PIT,16,77.6,48,25,3,31,97,125,9,831,8.6
D.K. Metcalf,47864,WR,SEA,16,66.9,63,29,1,62,83,124,10,1303,15.7
Justin Jefferson,61398,WR,MIN,16,72.7,58,18,1,71,88,121,7,1400,15.9
Robert Woods,7822,WR,LA,16,75.6,46,26,1,56,90,119,6,936,10.4
Cooper Kupp,11824,WR,LA,15,78.0,45,26,0,55,92,118,3,974,10.6
Brandin Cooks,8655,WR,HST,15,70.4,52,13,0,57,81,115,6,1150,14.2
Marvin Jones Jr.,7158,WR,DET,16,66.7,52,11,0,43,76,114,9,978,12.9
DJ Moore,48267,WR,CAR,15,58.4,53,5,0,74,66,113,4,1193,18.1
Jerry Jeudy,61103,WR,DEN,16,47.3,39,10,2,92,52,110,3,856,16.5
CeeDee Lamb,61570,WR,DAL,16,67.9,46,9,1,52,74,109,5,935,12.6
Russell Gage,44771,WR,ATL,16,66.7,50,2,0,35,72,108,4,786,10.9
Tyler Boyd,10689,WR,CIN,15,73.1,43,7,1,72,79,108,4,841,10.6
Mike Evans,8642,WR,TB,16,64.8,55,30,0,50,70,108,13,1006,14.4
J.D. McKissic,11047,HB,WAS,16,75.5,32,32,2,29,80,106,2,589,7.4
Adam Thielen,8288,WR,MIN,15,69.8,51,18,0,51,74,106,14,925,12.5
Tee Higgins,61211,WR,CIN,16,63.8,52,7,1,67,67,105,6,908,13.6
Logan Thomas,8755,TE,WAS,16,68.6,36,32,0,30,72,105,6,670,9.3
Alvin Kamara,11822,HB,NO,15,80.6,35,20,0,52,83,103,5,756,9.1
Chase Claypool,42312,WR,PIT,16,60.2,40,25,3,84,62,103,9,873,14.1
Evan Engram,11778,TE,NYG,16,61.8,32,21,1,53,63,102,1,654,10.4
Cole Beasley,7330,WR,BUF,15,81.2,53,4,0,35,82,101,4,967,11.8
A.J. Green,6156,WR,CIN,16,46.5,34,7,0,33,47,101,2,523,11.1
A.J. Brown,48327,WR,TEN,14,69.3,55,31,2,73,70,101,11,1075,15.4
DeVante Parker,9447,WR,MIA,14,63.0,45,17,1,31,63,100,4,793,12.6
Michael Gallup,26075,WR,DAL,16,60.2,44,9,0,55,59,98,5,843,14.3
Jarvis Landry,8698,WR,CLV,15,75.0,46,8,2,32,72,96,3,840,11.7
T.J. Hockenson,40912,TE,DET,16,69.8,40,11,0,51,67,96,6,723,10.8
Marquise Brown,61568,WR,BLT,16,61.1,35,3,0,70,58,95,8,769,13.3
Darius Slayton,25578,WR,NYG,16,53.2,40,21,1,41,50,94,3,751,15.0
Darnell Mooney,48236,WR,CHI,16,64.9,33,6,1,53,61,94,4,631,10.3
Brandon Aiyuk,84109,WR,SF,12,64.5,43,28,0,49,60,93,5,748,12.5
Curtis Samuel,11795,WR,CAR,15,82.8,39,5,1,44,77,93,3,851,11.1
DJ Chark Jr.,47702,WR,JAX,13,57.6,37,15,0,73,53,92,5,706,13.3
T.Y. Hilton,7092,WR,IND,15,61.5,42,14,0,50,56,91,5,762,13.6
Corey Davis,11760,WR,TEN,14,72.2,49,31,1,75,65,90,5,984,15.1
Noah Fant,42388,TE,DEN,15,69.7,34,10,0,37,62,89,3,673,10.9
Sterling Shepard,10674,WR,NYG,12,75.0,37,21,0,29,66,88,3,656,9.9
Mark Andrews,47436,TE,BLT,14,65.9,37,3,2,39,58,88,7,701,12.1
Hunter Henry,10669,TE,LAC,14,69.0,35,27,0,33,60,87,4,613,10.2
Eric Ebron,8645,TE,PIT,15,65.9,30,25,1,27,56,85,5,558,10.0
Hayden Hurst,47294,TE,ATL,16,65.9,35,2,0,42,56,85,6,571,10.2
Dalton Schultz,47304,TE,DAL,16,74.1,33,9,1,28,63,85,4,615,9.8
Jamison Crowder,9538,WR,NYJ,12,71.1,32,22,0,69,59,83,6,699,11.8
Keelan Cole Sr.,51593,WR,JAX,16,66.3,34,15,0,51,55,83,5,642,11.7
Chris Godwin,11839,WR,TB,12,78.3,43,30,1,47,65,83,7,840,12.9
Nelson Agholor,9453,WR,LV,16,58.5,37,23,0,85,48,82,8,896,18.7
Mike Gesicki,47153,TE,MIA,15,64.6,36,17,0,70,53,82,6,703,13.3
Mike Williams,11762,WR,LAC,15,59.3,35,27,0,64,48,81,5,756,15.8
Emmanuel Sanders,5606,WR,NO,14,75.3,32,20,1,51,61,81,5,726,11.9
Greg Ward,12258,WR,PHI,16,67.9,23,24,1,32,53,78,6,419,7.9
Jakobi Meyers,47468,WR,NE,14,75.6,37,19,1,35,59,78,0,729,12.4
Laviska Shenault Jr.,61220,WR,JAX,14,75.3,33,15,0,36,58,77,5,600,10.3
Josh Reynolds,11872,WR,LA,16,67.5,31,26,2,40,52,77,2,618,11.9
Will Fuller V,10655,WR,HST,11,69.7,38,13,0,77,53,76,8,879,16.6
Nyheim Miller-Hines,48103,HB,IND,16,85.3,24,14,0,29,64,75,4,482,7.5
Hunter Renfrow,47509,WR,LV,16,74.7,32,23,1,53,56,75,2,656,11.7
Rob Gronkowski,5567,TE,TB,16,60.0,29,30,1,48,45,75,7,623,13.8
Tim Patrick,12087,WR,DEN,15,68.9,33,10,0,61,51,74,6,742,14.5
Christian Kirk,47546,WR,ARZ,14,64.9,30,1,0,80,48,74,6,621,12.9
Anthony Miller,48160,WR,CHI,16,67.1,23,6,2,34,49,73,2,485,9.9
Damiere Byrd,9964,WR,NE,16,64.4,29,19,1,42,47,73,1,604,12.9
Jimmy Graham,5619,TE,CHI,16,69.4,32,6,1,30,50,72,8,456,9.1
Kendrick Bourne,12270,WR,SF,15,68.1,35,28,0,49,49,72,2,667,13.6
Zach Pascal,12303,WR,IND,16,62.0,29,14,0,42,44,71,5,629,14.3
Larry Fitzgerald,1724,WR,ARZ,13,76.1,25,1,0,18,54,71,1,409,7.6
Zach Ertz,7816,TE,PHI,11,52.9,16,24,0,42,36,68,1,335,9.3
