team,season,role,name,source
DEN,2014,dc,Jack Del Rio,pfr-derived (jchernak96/NFL_Coordinator_Data)
DEN,2015,oc,Rick Dennison,pfr-derived (jchernak96/NFL_Coordinator_Data)
DEN,2015,dc,Wade Phillips,pfr-derived (jchernak96/NFL_Coordinator_Data)
DEN,2016,oc,Rick Dennison,pfr-derived (jchernak96/NFL_Coordinator_Data)
DEN,2016,dc,Wade Phillips,pfr-derived (jchernak96/NFL_Coordinator_Data)
DEN,2017,oc,"Mike McCoy, Bill Musgrave",pfr-derived (jchernak96/NFL_Coordinator_Data)
DEN,2017,dc,Joe Woods,pfr-derived (jchernak96/NFL_Coordinator_Data)
DEN,2018,oc,Bill Musgrave,pfr-derived (jchernak96/NFL_Coordinator_Data)
DEN,2018,dc,Joe Woods,pfr-derived (jchernak96/NFL_Coordinator_Data)
DEN,2019,oc,Rich Scangarello,pfr-derived (jchernak96/NFL_Coordinator_Data)
DEN,2019,dc,Ed Donatell,pfr-derived (jchernak96/NFL_Coordinator_Data)
DEN,2020,oc,Pat Shurmur,pfr-derived (jchernak96/NFL_Coordinator_Data)
DEN,2020,dc,Ed Donatell,pfr-derived (jchernak96/NFL_Coordinator_Data)
DEN,2021,oc,Pat Shurmur,pfr-derived (jchernak96/NFL_Coordinator_Data)
DEN,2021,dc,Ed Donatell,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2006,oc,Mike Martz,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2006,dc,Donnie Henderson,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2007,oc,Mike Martz,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2007,dc,Joe Barry,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2008,oc,Jim Colletto,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2008,dc,Joe Barry,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2009,oc,Scott Linehan,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2009,dc,Gunther Cunningham,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2010,oc,Scott Linehan,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2010,dc,Gunther Cunningham,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2011,oc,Scott Linehan,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2011,dc,Gunther Cunningham,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2012,oc,Scott Linehan,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2012,dc,Gunther Cunningham,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2013,oc,Scott Linehan,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2013,dc,Gunther Cunningham,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2014,oc,Joe Lombardi,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2014,dc,Teryl Austin,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2015,oc,"Jim Bob Cooter, Joe Lombardi",pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2015,dc,Teryl Austin,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2016,oc,Jim Bob Cooter,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2016,dc,Teryl Austin,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2017,oc,Jim Bob Cooter,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2017,dc,Teryl Austin,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2018,oc,Jim Bob Cooter,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2018,dc,Paul Pasqualoni,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2019,oc,Darrell Bevell,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2019,dc,Paul Pasqualoni,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2020,oc,Darrell Bevell,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2020,dc,Cory Undlin,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2021,oc,Anthony Lynn,pfr-derived (jchernak96/NFL_Coordinator_Data)
DET,2021,dc,Aaron Glenn,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2006,oc,Jeff Jagodzinski,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2006,dc,Bob Sanders,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2007,oc,Joe Philbin,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2007,dc,Bob Sanders,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2008,oc,Joe Philbin,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2008,dc,Bob Sanders,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2009,oc,Joe Philbin,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2009,dc,Dom Capers,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2010,oc,Joe Philbin,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2010,dc,Dom Capers,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2011,oc,Joe Philbin,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2011,dc,Dom Capers,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2012,oc,Tom Clements,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2012,dc,Dom Capers,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2013,oc,Tom Clements,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2013,dc,Dom Capers,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2014,oc,Tom Clements,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2014,dc,Dom Capers,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2015,oc,Edgar Bennett,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2015,dc,Dom Capers,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2016,oc,Edgar Bennett,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2016,dc,Dom Capers,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2017,oc,Edgar Bennett,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2017,dc,Dom Capers,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2018,oc,Joe Philbin,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2018,dc,Mike Pettine,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2019,oc,Nathaniel Hackett,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2019,dc,Mike Pettine,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2020,oc,Nathaniel Hackett,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2020,dc,Mike Pettine,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2021,oc,Nathaniel Hackett,pfr-derived (jchernak96/NFL_Coordinator_Data)
GB,2021,dc,Joe Barry,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2006,oc,Troy Calhoun,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2006,dc,Richard Smith,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2007,oc,Mike Sherman,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2007,dc,Richard Smith,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2008,oc,Kyle Shanahan,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2008,dc,Richard Smith,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2009,oc,Kyle Shanahan,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2009,dc,Frank Bush,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2010,oc,Rick Dennison,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2010,dc,Frank Bush,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2011,oc,Rick Dennison,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2011,dc,Wade Phillips,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2012,oc,Rick Dennison,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2012,dc,Wade Phillips,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2013,oc,Rick Dennison,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2013,dc,Wade Phillips,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2014,oc,Bill O'Brien,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2014,dc,Romeo Crennel,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2015,oc,George Godsey,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2015,dc,Romeo Crennel,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2016,oc,George Godsey,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2016,dc,Romeo Crennel,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2017,oc,Bill O'Brien,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2017,dc,Mike Vrabel,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2018,oc,Bill O'Brien,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2018,dc,Romeo Crennel,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2019,oc,Tim Kelly,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2019,dc,Romeo Crennel,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2020,oc,Tim Kelly,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2020,dc,Anthony Weaver,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2021,oc,Tim Kelly,pfr-derived (jchernak96/NFL_Coordinator_Data)
HOU,2021,dc,Lovie Smith,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2006,oc,Tom Moore,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2006,dc,Ron Meeks,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2007,oc,Tom Moore,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2007,dc,Ron Meeks,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2008,oc,Tom Moore,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2008,dc,Ron Meeks,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2009,oc,Tom Moore,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2009,dc,Larry Coyer,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2010,oc,Clyde Christensen,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2010,dc,Larry Coyer,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2011,oc,Clyde Christensen,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2011,dc,Larry Coyer,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2012,oc,Bruce Arians,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2012,dc,Greg Manusky,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2013,oc,Pep Hamilton,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2013,dc,Greg Manusky,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2014,oc,Pep Hamilton,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2014,dc,Greg Manusky,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2015,oc,"Rob Chudzinski, Pep Hamilton",pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2015,dc,Greg Manusky,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2016,oc,Rob Chudzinski,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2016,dc,Ted Monachino,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2017,oc,Rob Chudzinski,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2017,dc,Ted Monachino,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2018,oc,Nick Sirianni,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2018,dc,Matt Eberflus,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2019,oc,Nick Sirianni,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2019,dc,Matt Eberflus,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2020,oc,Nick Sirianni,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2020,dc,Matt Eberflus,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2021,oc,Marcus Brady,pfr-derived (jchernak96/NFL_Coordinator_Data)
IND,2021,dc,Matt Eberflus,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2006,oc,Carl Smith,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2006,dc,Mike Smith,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2007,oc,Dirk Koetter,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2007,dc,Mike Smith,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2008,oc,Dirk Koetter,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2008,dc,Gregg Williams,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2009,oc,Dirk Koetter,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2009,dc,Mel Tucker,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2010,oc,Dirk Koetter,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2010,dc,Mel Tucker,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2011,oc,Dirk Koetter,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2011,dc,Mel Tucker,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2012,oc,Bob Bratkowski,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2012,dc,Mel Tucker,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2013,oc,Jedd Fisch,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2013,dc,Bob Babich,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2014,oc,Jedd Fisch,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2014,dc,Bob Babich,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2015,oc,Greg Olson,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2015,dc,Bob Babich,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2016,oc,"Nathaniel Hackett, Greg Olson",pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2016,dc,Todd Wash,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2017,oc,Nathaniel Hackett,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2017,dc,Todd Wash,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2018,oc,Nathaniel Hackett,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2018,dc,Todd Wash,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2019,oc,John DeFilippo,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2019,dc,Todd Wash,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2020,oc,Jay Gruden,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2020,dc,Todd Wash,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2021,oc,Darrell Bevell,pfr-derived (jchernak96/NFL_Coordinator_Data)
JAX,2021,dc,Joe Cullen,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2006,oc,Mike Solari,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2006,dc,Gunther Cunningham,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2007,oc,Mike Solari,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2007,dc,Gunther Cunningham,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2008,oc,Chan Gailey,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2008,dc,Gunther Cunningham,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2009,oc,Todd Haley,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2009,dc,Clancy Pendergast,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2010,oc,Charlie Weis,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2010,dc,Romeo Crennel,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2011,oc,Bill Muir,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2011,dc,Romeo Crennel,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2012,oc,Brian Daboll,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2012,dc,Romeo Crennel,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2013,oc,Doug Pederson,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2013,dc,Bob Sutton,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2014,oc,Doug Pederson,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2014,dc,Bob Sutton,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2015,oc,Doug Pederson,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2015,dc,Bob Sutton,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2016,oc,Brad Childress,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2016,dc,Bob Sutton,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2017,oc,Matt Nagy,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2017,dc,Bob Sutton,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2018,oc,Eric Bieniemy,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2018,dc,Bob Sutton,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2019,oc,Eric Bieniemy,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2019,dc,Steve Spagnuolo,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2020,oc,Eric Bieniemy,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2020,dc,Steve Spagnuolo,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2021,oc,Eric Bieniemy,pfr-derived (jchernak96/NFL_Coordinator_Data)
KC,2021,dc,Steve Spagnuolo,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2006,oc,Cam Cameron,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2006,dc,Wade Phillips,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2007,oc,Clarence Shelmon,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2007,dc,Ted Cottrell,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2008,oc,Clarence Shelmon,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2008,dc,"Ted Cottrell, Ron Rivera",pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2009,oc,Clarence Shelmon,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2009,dc,Ron Rivera,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2010,oc,Clarence Shelmon,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2010,dc,Ron Rivera,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2011,oc,Clarence Shelmon,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2011,dc,Greg Manusky,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2012,oc,Hal Hunter,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2012,dc,John Pagano,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2013,oc,Ken Whisenhunt,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2013,dc,John Pagano,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2014,oc,Frank Reich,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2014,dc,John Pagano,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2015,oc,Frank Reich,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2015,dc,John Pagano,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2016,oc,Ken Whisenhunt,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2016,dc,John Pagano,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2017,oc,Ken Whisenhunt,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2017,dc,Gus Bradley,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2018,oc,Ken Whisenhunt,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2018,dc,Gus Bradley,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2019,oc,Ken Whisenhunt,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2019,dc,Gus Bradley,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2020,oc,Shane Steichen,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2020,dc,Gus Bradley,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2021,oc,Joe Lombardi,pfr-derived (jchernak96/NFL_Coordinator_Data)
LAC,2021,dc,Renaldo Hill,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2006,oc,Greg Olson,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2006,dc,Jim Haslett,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2007,oc,Greg Olson,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2007,dc,Jim Haslett,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2008,oc,Al Saunders,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2008,dc,"Jim Haslett, Rick Venturi",pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2009,oc,Pat Shurmur,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2009,dc,Ken Flajole,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2010,oc,Pat Shurmur,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2010,dc,Ken Flajole,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2011,oc,Josh McDaniels,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2011,dc,Ken Flajole,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2012,oc,Brian Schottenheimer,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2012,dc,Jeff Fisher,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2013,oc,Brian Schottenheimer,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2013,dc,Tim Walton,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2014,oc,Brian Schottenheimer,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2014,dc,Gregg Williams,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2015,oc,"Rob Boras, Frank Cignetti",pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2015,dc,Gregg Williams,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2016,oc,Rob Boras,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2016,dc,Gregg Williams,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2017,oc,Matt LaFleur,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2017,dc,Wade Phillips,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2018,oc,Sean McVay,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2018,dc,Wade Phillips,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2019,oc,Sean McVay,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2019,dc,Wade Phillips,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2020,oc,Kevin O'Connell,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2020,dc,Brandon Staley,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2021,oc,Kevin O'Connell,pfr-derived (jchernak96/NFL_Coordinator_Data)
LA,2021,dc,Raheem Morris,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2006,oc,"John Shoop, Tom Walsh",pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2006,dc,Rob Ryan,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2007,oc,Greg Knapp,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2007,dc,Rob Ryan,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2008,oc,Greg Knapp,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2008,dc,Rob Ryan,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2009,oc,Tom Cable,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2009,dc,John Marshall,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2010,oc,Hue Jackson,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2010,dc,John Marshall,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2011,oc,Al Saunders,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2011,dc,Chuck Bresnahan,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2012,oc,Greg Knapp,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2012,dc,Jason Tarver,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2013,oc,Greg Olson,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2013,dc,Jason Tarver,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2014,oc,Greg Olson,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2014,dc,Jason Tarver,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2015,oc,Bill Musgrave,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2015,dc,Ken Norton,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2016,oc,Bill Musgrave,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2016,dc,Ken Norton,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2017,oc,Todd Downing,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2017,dc,"Ken Norton, John Pagano",pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2018,oc,Greg Olson,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2018,dc,Paul Guenther,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2019,oc,Greg Olson,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2019,dc,Paul Guenther,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2020,oc,Greg Olson,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2020,dc,"Paul Guenther, Rod Marinelli",pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2021,oc,Greg Olson,pfr-derived (jchernak96/NFL_Coordinator_Data)
LV,2021,dc,Gus Bradley,pfr-derived (jchernak96/NFL_Coordinator_Data)
MIA,2006,oc,Mike Mularkey,pfr-derived (jchernak96/NFL_Coordinator_Data)
MIA,2006,dc,Dom Capers,pfr-derived (jchernak96/NFL_Coordinator_Data)
MIA,2007,oc,Cam Cameron,pfr-derived (jchernak96/NFL_Coordinator_Data)
MIA,2007,dc,Dom Capers,pfr-derived (jchernak96/NFL_Coordinator_Data)
MIA,2008,oc,Dan Henning,pfr-derived (jchernak96/NFL_Coordinator_Data)
MIA,2008,dc,Paul Pasqualoni,pfr-derived (jchernak96/NFL_Coordinator_Data)
MIA,2009,oc,Dan Henning,pfr-derived (jchernak96/NFL_Coordinator_Data)
