event_id,league,season,date,team,opponent,home_away,points_allowed,pass_yds_allowed,rush_yds_allowed,total_yds_allowed,interceptions_forced,fumbles_forced,turnovers_forced
401282714,CFB,2021,2021-08-28,Nebraska Cornhuskers,Illinois Fighting Illini,away,30.0,159.0,167.0,326.0,0,1.0,1.0
401282714,CFB,2021,2021-08-28,Illinois Fighting Illini,Nebraska Cornhuskers,home,22.0,232.0,160.0,392.0,0,1.0,1.0
401286187,CFB,2021,2021-08-28,UConn Huskies,Fresno State Bulldogs,away,45.0,382.0,156.0,538.0,1.0,0,1.0
401286187,CFB,2021,2021-08-28,Fresno State Bulldogs,UConn Huskies,home,0.0,72.0,35.0,107.0,0,1.0,1.0
401309833,CFB,2021,2021-08-28,Hawai'i Rainbow Warriors,UCLA Bruins,away,44.0,148.0,244.0,392.0,0,0,0
401309833,CFB,2021,2021-08-28,UCLA Bruins,Hawai'i Rainbow Warriors,home,10.0,243.0,26.0,269.0,2.0,0,2.0
401282049,CFB,2021,2021-08-29,UTEP Miners,New Mexico State Aggies,away,3.0,92.0,91.0,183.0,0,1.0,1.0
401282049,CFB,2021,2021-08-29,New Mexico State Aggies,UTEP Miners,home,30.0,249.0,203.0,452.0,2.0,0,2.0
401310693,CFB,2021,2021-08-29,Southern Utah Thunderbirds,San José State Spartans,away,45.0,410.0,133.0,543.0,1.0,1.0,2.0
401310693,CFB,2021,2021-08-29,San José State Spartans,Southern Utah Thunderbirds,home,14.0,139.0,111.0,250.0,0,0,0
401282050,CFB,2021,2021-09-01,UAB Blazers,Jacksonville State Gamecocks,away,0.0,88.0,66.0,154.0,0,0,0
401282050,CFB,2021,2021-09-01,Jacksonville State Gamecocks,UAB Blazers,home,31.0,370.0,147.0,517.0,0,2.0,2.0
401300995,CFB,2021,2021-09-02,Boise State Broncos,UCF Knights,away,36.0,318.0,255.0,573.0,2.0,0,2.0
401300995,CFB,2021,2021-09-02,UCF Knights,Boise State Broncos,home,31.0,263.0,20.0,283.0,1.0,0,1.0
401309540,CFB,2021,2021-09-02,Western Illinois Leathernecks,Ball State Cardinals,away,31.0,188.0,216.0,404.0,0,1.0,1.0
401309540,CFB,2021,2021-09-02,Ball State Cardinals,Western Illinois Leathernecks,home,21.0,367.0,70.0,437.0,1.0,0,1.0
401309542,CFB,2021,2021-09-02,Wagner Seahawks,Buffalo Bulls,away,69.0,257.0,312.0,569.0,0,0,0
401309542,CFB,2021,2021-09-02,Buffalo Bulls,Wagner Seahawks,home,7.0,79.0,18.0,97.0,0,0,0
401328175,CFB,2021,2021-09-02,Delaware Blue Hens,Maine Black Bears,away,24.0,305.0,48.0,353.0,2.0,0,2.0
401328175,CFB,2021,2021-09-02,Maine Black Bears,Delaware Blue Hens,home,34.0,262.0,141.0,403.0,0,0,0
401328545,CFB,2021,2021-09-02,The Citadel Bulldogs,Coastal Carolina Chanticleers,away,52.0,348.0,262.0,610.0,0,0,0
401328545,CFB,2021,2021-09-02,Coastal Carolina Chanticleers,The Citadel Bulldogs,home,14.0,14.0,223.0,237.0,0,0,0
401282607,CFB,2021,2021-09-02,South Florida Bulls,NC State Wolfpack,away,45.0,232.0,293.0,525.0,1.0,0,1.0
401282607,CFB,2021,2021-09-02,NC State Wolfpack,South Florida Bulls,home,0.0,167.0,104.0,271.0,3.0,0,3.0
401300993,CFB,2021,2021-09-02,East Carolina Pirates,Appalachian State Mountaineers,away,33.0,259.0,226.0,485.0,1.0,0,1.0
401300993,CFB,2021,2021-09-02,Appalachian State Mountaineers,East Carolina Pirates,home,19.0,295.0,86.0,381.0,1.0,1.0,2.0
